edge crossing weight,node overlap weight,edge crossing angle weight,angular resolution weight,edge length weight
0.6024997,0.6024997,0.5738093,0.5451188,0.5738093
0.4321595,0.4537674,0.4537674,0.4105515,0.4105515
0.5976171,0.626075,0.626075,0.5122432,0.5407012
0.43389,0.477279,0.4989735,0.4121955,0.390501
0.6007506,0.6579649,0.6579649,0.5721434,0.5149291
0.6136888,0.6694786,0.6415837,0.5578989,0.5021091
0.4338848,0.4958683,0.454546,0.3925625,0.3512401
0.411268,0.4729582,0.4523948,0.3907047,0.3290144
0.4219849,0.5108238,0.5108238,0.421985,0.333146
0.3879309,0.4741378,0.4741378,0.3879309,0.301724
0.4506101,0.5257118,0.5257118,0.4756441,0.3755084
0.5438144,0.6296798,0.601058,0.5724362,0.4293271
0.561367,0.6455721,0.561367,0.5894354,0.4210253
0.6007261,0.686544,0.57212,0.629332,0.42909
0.5120856,0.5608556,0.4633155,0.5608556,0.3901604
0.4451718,0.5119476,0.4451718,0.5119476,0.3338788
0.4014817,0.4648735,0.4437429,0.4648735,0.2958286
0.3906707,0.4557825,0.4340786,0.4557825,0.2821511
0.5769467,0.6680435,0.6376779,0.6073123,0.4251186
0.5837436,0.6713051,0.6421179,0.6129308,0.4086205

