step,OverallGrade,edgeCrossValue,nodeOverlapValue,edgeCrossAngleValue,angularResValue,edgeLengthValue,passedTime
0,0.4445988,0.2914903,0.3233678,0.7938151,0.5130329,0.301288,60.18295
1,0.4957367,0.3769111,0.2821299,0.7031857,0.4813197,0.6351371,92.20069
2,0.5094863,0.3953233,0.2741948,0.7380271,0.5245742,0.615312,76.80723
3,0.5880022,0.5441949,0.5990891,0.7799855,0.4583962,0.5583453,78.82845
4,0.5143089,0.3589628,0.3152239,0.7857285,0.4999672,0.6116621,80.59436
5,0.5317648,0.4150895,0.3003088,0.8083153,0.5521833,0.5829273,82.90556
6,0.5407505,0.4348557,0.3438807,0.8583564,0.5034476,0.5632122,115.9789
7,0.5886979,0.544195,0.6088682,0.8382743,0.438536,0.513616,120.1727
8,0.4861793,0.3589629,0.3089994,0.7735046,0.4813199,0.5081097,99.05413
9,0.5804394,0.4923669,0.6587457,0.8731537,0.4927369,0.385194,103.6309
10,0.4381351,0.2339918,0.3886844,0.8219387,0.4776606,0.2684003,105.3754
11,0.4702103,0.3230666,0.3008955,0.7174038,0.4999672,0.5097184,106.8313
12,0.4894578,0.3755572,0.315224,0.7837165,0.5034478,0.4693433,108.9305
13,0.4516804,0.2599909,0.4063519,0.7472166,0.5572708,0.2875719,113.5525
14,0.5815771,0.5441951,0.6535519,0.7090776,0.5602621,0.4407988,121.3321
15,0.5066634,0.4150895,0.3295521,0.7090771,0.5789651,0.5006331,167.7333
16,0.5649735,0.518281,0.5683939,0.7028893,0.6308111,0.4044923,169.6843
17,0.5243737,0.4508808,0.3978705,0.7700173,0.5442769,0.4588231,128.9703
18,0.4411603,0.2919803,0.245625,0.7180518,0.5720193,0.378125,130.3108
19,0.4495601,0.3082015,0.3381593,0.7480765,0.4972492,0.356114,132.0655

