step,OverallGrade,edgeCrossValue,nodeOverlapValue,edgeCrossAngleValue,angularResValue,edgeLengthValue,passedTime
0,0.5738093,0.518281,0.5446266,0.7090777,0.5093291,0.587732,90.54083
1,0.4389727,0.2412671,0.3768536,0.773797,0.5070893,0.2958564,72.27589
2,0.5720423,0.5182811,0.5020285,0.8110094,0.501489,0.5274034,84.5119
3,0.4497413,0.241267,0.394799,0.8511766,0.4804003,0.2810637,101.7403
4,0.5878906,0.5182808,0.5691172,0.837354,0.5318402,0.4828609,108.5586
5,0.5909669,0.5441951,0.5683941,0.8083224,0.5485317,0.4853909,113.0704
6,0.4551144,0.2859901,0.3880413,0.8039935,0.4594792,0.3380679,87.50323
7,0.4327918,0.2729903,0.3133658,0.8211147,0.4854314,0.2710567,97.75497
8,0.4474949,0.2297782,0.4127446,0.851177,0.5070894,0.2366852,134.0147
9,0.4322442,0.2469914,0.3265921,0.7676718,0.4638139,0.3561517,128.744
10,0.4733135,0.355791,0.2872519,0.7731716,0.4969651,0.4533878,134.4332
11,0.5394701,0.4664529,0.5020286,0.8110089,0.5014888,0.4163711,141.0832
12,0.5454212,0.4923669,0.5436814,0.7380334,0.5485318,0.4044924,144.8258
13,0.5663217,0.518281,0.5949863,0.7281337,0.5878234,0.4023841,151.112
14,0.5049025,0.4150895,0.3133656,0.7028829,0.6074018,0.4857726,165.3858
15,0.4526161,0.3060647,0.3718728,0.7541243,0.5899882,0.2410305,125.6417
16,0.4267125,0.2599909,0.3003088,0.7464682,0.5876273,0.2391676,127.9607
17,0.4259514,0.2469913,0.3123921,0.7009178,0.5370474,0.3324083,166.575
18,0.564014,0.5087861,0.5755022,0.7700664,0.5411651,0.4245504,178.0187
19,0.5595767,0.492367,0.6301046,0.7972275,0.51867,0.3595144,181.2668

