UserID,StepNr,algorithm,task,edgeCrossingWeight,nodeOverlapWeight,edgeCrossAngleWeight,angularResWeight,edgeLengthWeight,cameraOffset
0,0,ConeBurst,Task,1.086529,1.128972,0.8838906,0.901306,0.999302,0
0,0,ConeBurst,Task,0.9911777,1.189914,0.997763,0.9753049,0.8458396,0
0,0,ConeBurst,Task,1.043486,1.240144,0.9739563,0.9202586,0.8221555,0
0,0,ConeBurst,Task,0.9888401,1.262784,1.041019,0.9667282,0.7406294,0
0,0,ConeBurst,Task,1.015737,1.304619,1.004462,0.9477544,0.7274274,0
0,0,ConeBurst,Task,1.04,1.334687,0.9787712,0.9299546,0.7165873,0
0,0,ConeBurst,Task,1.023558,1.346981,0.987557,0.9389914,0.7029127,0
0,0,ConeBurst,Task,1.011559,1.342786,1.003153,0.9555934,0.6869082,0
0,0,ConeBurst,Task,0.9983541,1.348932,1.017086,0.9633104,0.6723177,0
0,0,ConeBurst,Task,0.9903699,1.343584,1.021113,0.9715271,0.6734053,0
0,0,ConeBurst,Task,0.9921862,1.331345,1.021175,0.9747314,0.6805621,0
0,0,ConeBurst,Task,0.9959964,1.335344,1.01826,0.9708982,0.6795021,0
0,0,ConeBurst,Task,0.9986858,1.340205,1.013481,0.9689432,0.6786845,0
0,0,ConeBurst,Task,1.001041,1.343288,1.010927,0.9673787,0.677365,0
0,0,ConeBurst,Task,1.001794,1.339225,1.01061,0.9682676,0.6801036,0
0,0,ConeBurst,Task,1.000675,1.339634,1.012181,0.9692933,0.6782168,0
0,0,ConeBurst,Task,0.9997426,1.339328,1.013601,0.9700781,0.6772508,0
0,0,ConeBurst,Task,0.9989476,1.338799,1.013998,0.9708976,0.6773584,0
0,0,ConeBurst,Task,0.999252,1.339748,1.013536,0.9701992,0.6772652,0
0,0,ConeBurst,Task,0.9993731,1.340587,1.013306,0.9699227,0.6768112,0

