edge crossing weight,node overlap weight,edge crossing angle weight,angular resolution weight,edge length weight
1.05,1.05,1,0.95,1
0.9999999,1.05,1.05,0.95,0.95
1.05,1.1,1.1,0.9,0.95
0.9999999,1.1,1.15,0.95,0.9
1.05,1.15,1.15,1,0.9
1.1,1.2,1.15,1,0.9
1.05,1.2,1.1,0.95,0.85
0.9999999,1.15,1.1,0.95,0.8
0.9499999,1.15,1.15,0.95,0.7499999
0.8999999,1.1,1.1,0.9,0.6999999
0.8999999,1.05,1.05,0.95,0.7499999
0.9499999,1.1,1.05,1,0.7499999
0.9999999,1.15,0.9999999,1.05,0.7499999
1.05,1.2,0.9999999,1.1,0.7499999
1.05,1.15,0.9499999,1.15,0.8
0.9999999,1.15,0.9999999,1.15,0.7499999
0.9499999,1.1,1.05,1.1,0.6999999
0.8999999,1.05,0.9999999,1.05,0.6499999
0.9499999,1.1,1.05,0.9999999,0.6999999
0.9999999,1.15,1.1,1.05,0.6999999

