option,overallGrade,edgeCrossGrade,nodeOverlapGrade,edgeCrossAngleGrade,angularResolutionGrade,edgeLengthGrade,passedTime
alt2,0.5069357,0.358963,0.2865671,0.6832421,0.5262814,0.6796247,75.49289
alt2,0.5696879,0.5366277,0.5446775,0.6935472,0.5372282,0.536359,81.15714
alt2,0.4538948,0.2599057,0.3788495,0.7444013,0.5244458,0.3618718,94.99822
alt2,0.4842607,0.3764203,0.3011325,0.6853392,0.474846,0.5835655,91.29656
alt2,0.4459693,0.2942658,0.366596,0.8104052,0.4977705,0.260809,103.0248
alt2,0.4494648,0.2710928,0.4208261,0.7299351,0.5020272,0.3234427,106.5751
alt2,0.5634813,0.5618166,0.5976381,0.7211018,0.4824461,0.4544038,111.5784
alt2,0.4831587,0.4024605,0.3590076,0.6941704,0.4934151,0.4667401,128.2827
alt2,0.5720121,0.5063084,0.6439555,0.7432997,0.5644165,0.4020804,122.1035
alt2,0.5314122,0.4401413,0.4550827,0.7856919,0.5123866,0.4637589,138.1463
alt2,0.5744315,0.4632623,0.656938,0.7745066,0.5520053,0.4254453,144.728
alt2,0.458962,0.264136,0.3673975,0.8676808,0.5664805,0.229115,151.3707
alt2,0.4257275,0.244569,0.3114519,0.7941014,0.541622,0.2368934,152.3703
alt2,0.4776558,0.3449561,0.3353983,0.7160975,0.527992,0.4638349,154.9719
alt2,0.4412804,0.2272384,0.4710492,0.7575124,0.5425529,0.2080492,157.9308
alt2,0.5655867,0.5205297,0.5932307,0.7572339,0.5459734,0.4109658,159.0806
alt2,0.4873068,0.3802145,0.3499602,0.7414098,0.5568298,0.4081195,160.2293
alt2,0.5836983,0.4777311,0.694577,0.8306578,0.5737005,0.3418249,174.2276
alt2,0.5381385,0.4204206,0.4504422,0.8462391,0.5991213,0.3744698,168.4659
alt2,0.532198,0.4255009,0.4429647,0.8010256,0.5527934,0.4387051,171.6485

