step,OverallGrade,edgeCrossValue,nodeOverlapValue,edgeCrossAngleValue,angularResValue,edgeLengthValue,passedTime
0,0.610518,0.5963579,0.6805557,0.7516431,0.5297262,0.4943069,2.716342
1,0.5151644,0.3608534,0.6057429,0.7450982,0.541884,0.3222435,3.072715
2,0.6029096,0.5622148,0.7551432,0.7720842,0.5615916,0.3635139,2.260918
3,0.5464084,0.4245345,0.6598614,0.7100121,0.5785053,0.3591287,3.319927
4,0.6314672,0.6559933,0.7486112,0.7516429,0.5562122,0.4448762,1.81902
5,0.5888098,0.4961913,0.6809803,0.7655543,0.5892932,0.4120297,2.622373
6,0.5763176,0.4961913,0.641865,0.7777635,0.6041357,0.3616325,1.199064
7,0.6364881,0.6858117,0.847405,0.7669292,0.5588676,0.3234269,2.129625
8,0.5707703,0.517765,0.6697725,0.7407269,0.6041357,0.3214511,2.354516
9,0.6465974,0.7156292,0.9058868,0.7530591,0.5600458,0.2983662,2.731247
10,0.6461488,0.7454475,0.9210916,0.7669292,0.5309242,0.2663516,1.930338
11,0.6698192,0.7752652,0.9754739,0.8278759,0.4678294,0.3026519,2.479913
12,0.6673626,0.8050829,0.9887663,0.7866122,0.5056112,0.2507405,2.453715
13,0.695161,0.7496201,1.056868,0.8768999,0.5198486,0.2725688,1.788133
14,0.7306598,0.8647188,1.094613,0.9512329,0.5040412,0.238693,1.510941
15,0.7367299,0.8945369,1.125546,0.9855666,0.4185843,0.2594159,1.510033
16,0.7477822,0.9243544,1.142153,0.9970081,0.447094,0.2283013,2.08943
17,0.7293532,0.8567082,1.207848,0.909656,0.410663,0.2618907,1.286912
18,0.6628271,0.7119263,0.920936,0.9999816,0.4602938,0.2209976,2.268775
19,0.6469579,0.7119262,0.9456468,0.9564002,0.4329731,0.187843,2.484794

