userID,stepNumber,algorithm,task,edgeCrossingWeight,nodeOverlappingWeight,edgeCrossingAngleWeight,angularResolutionWeight,edgeLengthWeight,cameraOffset
9,1,ForceDirectedAlgorithm, Task1,1.050487,1.033975,0.9772308,0.9504403,0.9878674,3
9,2,ForceDirectedAlgorithm, Task1,1.014431,1.072416,0.9905162,0.9923522,0.9302852,3
9,3,ForceDirectedAlgorithm, Task1,1.034468,1.128997,0.973771,0.9773172,0.8854468,3
9,4,ForceDirectedAlgorithm, Task1,1.002585,1.193812,0.9424697,1.01519,0.8459445,3
9,5,ForceDirectedAlgorithm, Task1,1.028141,1.254579,0.9162711,0.9735449,0.8274637,3
9,6,ForceDirectedAlgorithm, Task1,0.9990516,1.332468,0.8891838,0.9503728,0.8289233,3
9,7,ForceDirectedAlgorithm, Task1,1.003687,1.383124,0.8835178,0.9503772,0.7792931,3
9,8,ForceDirectedAlgorithm, Task1,1.019151,1.455719,0.8590595,0.9252788,0.7407913,3
9,9,ForceDirectedAlgorithm, Task1,1.019745,1.514674,0.8493897,0.921292,0.6948996,3
9,10,ForceDirectedAlgorithm, Task1,1.028927,1.59411,0.8287235,0.8876835,0.6605555,3
9,11,ForceDirectedAlgorithm, Task1,1.031507,1.682698,0.8024833,0.8573442,0.6259675,3
9,12,ForceDirectedAlgorithm, Task1,1.033085,1.767602,0.7808938,0.8236074,0.5948125,3
9,13,ForceDirectedAlgorithm, Task1,1.034475,1.85747,0.7544814,0.7905763,0.5629967,3
9,14,ForceDirectedAlgorithm, Task1,1.023209,1.956957,0.7256024,0.7597896,0.5344416,3
9,15,ForceDirectedAlgorithm, Task1,1.017514,2.053434,0.6987752,0.7262267,0.5040504,3
9,16,ForceDirectedAlgorithm, Task1,1.008478,2.150533,0.6743568,0.6913686,0.4752631,3
9,17,ForceDirectedAlgorithm, Task1,0.9972916,2.259706,0.6434599,0.6586152,0.440927,3
9,18,ForceDirectedAlgorithm, Task1,0.9784796,2.374336,0.6112211,0.6256455,0.4103171,3
9,19,ForceDirectedAlgorithm, Task1,0.954155,2.491377,0.5825359,0.6003231,0.3716094,3
9,20,ForceDirectedAlgorithm, Task1,0.9165884,2.576325,0.567943,0.5852388,0.353905,3

