option,overallGrade,edgeCrossGrade,nodeOverlapGrade,edgeCrossAngleGrade,angularResolutionGrade,edgeLengthGrade,passedTime
chosenOption,0.610518,0.5963579,0.6805557,0.7516431,0.5297262,0.4943069,2.716342
chosenOption,0.5022897,0.3610208,0.5964982,0.69346,0.5421352,0.3183338,3.072715
chosenOption,0.5912091,0.5431697,0.7712644,0.7283447,0.5572967,0.3559701,2.260918
chosenOption,0.5270147,0.3992431,0.677256,0.6584659,0.5653832,0.3347256,3.319927
chosenOption,0.6149368,0.5978992,0.8124554,0.7084008,0.5377725,0.4181562,1.81902
chosenOption,0.5559558,0.4436127,0.7429074,0.6680527,0.5463842,0.3788218,2.622373
chosenOption,0.5426598,0.4310615,0.7437084,0.6586426,0.5468135,0.3330729,1.199064
chosenOption,0.6245996,0.5985568,1.019188,0.6775957,0.5311351,0.2965228,2.129625
chosenOption,0.5437196,0.4397339,0.8125004,0.6363286,0.5323752,0.2976602,2.354516
chosenOption,0.6434572,0.6081327,1.143436,0.673306,0.5159658,0.2764461,2.731247
chosenOption,0.6342558,0.6136088,1.174657,0.6355723,0.4960976,0.2513429,1.930338
chosenOption,0.6406697,0.6151473,1.262637,0.6327206,0.4222009,0.2706432,2.479913
chosenOption,0.6322558,0.6160882,1.294626,0.5584187,0.4626946,0.2294517,2.453715
chosenOption,0.6487657,0.5539023,1.402215,0.5753084,0.4566445,0.2557589,1.788133
chosenOption,0.6601653,0.6101986,1.477318,0.5751807,0.425517,0.2126125,1.510941
chosenOption,0.6548281,0.6068025,1.540823,0.5509516,0.3576319,0.2179312,1.510033
chosenOption,0.6540982,0.601414,1.584671,0.517184,0.3863835,0.1808387,2.08943
chosenOption,0.6442947,0.5339928,1.705864,0.4335757,0.3380862,0.209954,1.286912
chosenOption,0.5450002,0.4221853,1.32522,0.452748,0.359976,0.1648711,2.268775
chosenOption,0.5508574,0.4116899,1.427857,0.4285673,0.346565,0.1396085,2.484794

