edge crossing weight,node overlap weight,edge crossing angle weight,angular resolution weight,edge length weight
0.6410438,0.6410438,0.6410438,0.5799921,0.610518
0.5274041,0.5274041,0.5274041,0.5022896,0.4771751
0.6503299,0.6503299,0.6207696,0.5912091,0.5616487
0.5797161,0.5797161,0.5270147,0.5533655,0.4743133
0.7071773,0.7071773,0.6456836,0.6456836,0.5534431
0.639349,0.639349,0.5837535,0.5837535,0.5003602
0.6240587,0.6240587,0.5426597,0.5426597,0.4612608
0.7495195,0.7495195,0.6245996,0.6558297,0.4996797
0.6524635,0.6524635,0.5165336,0.5437196,0.4077897
0.8043215,0.8043215,0.6434572,0.6112844,0.4504201
0.8245322,0.8245322,0.6659685,0.6025429,0.4439789
0.864904,0.864904,0.7047368,0.5766028,0.4164353
0.8851579,0.8851579,0.7270941,0.5690302,0.3793535
0.9407102,0.9407102,0.7785189,0.5838892,0.3892595
0.9902477,0.9902477,0.8252066,0.5611405,0.3960992
1.014983,1.014983,0.8512762,0.5238624,0.3928967
1.046557,1.046557,0.8830324,0.5232785,0.359754
1.063086,1.063086,0.8697975,0.5154356,0.354362
0.8992498,0.8992498,0.7085,0.40875,0.2725
0.9089146,0.9089146,0.7161146,0.440686,0.2478858

