step,OverallGrade,edgeCrossValue,nodeOverlapValue,edgeCrossAngleValue,angularResValue,edgeLengthValue,passedTime
0,0.5168872,0.34367,0.3870587,0.7470585,0.5610324,0.5456166,3.787653
1,0.5139598,0.3608534,0.4130744,0.7274955,0.4969445,0.5714314,1.937019
2,0.5755809,0.4052375,0.4926228,0.8163249,0.5341627,0.6295565,1.622141
3,0.5335163,0.3780369,0.4257648,0.7844114,0.5610324,0.5183358,1.90898
4,0.5014114,0.4245346,0.384699,0.7105225,0.5384271,0.4488736,2.654698
5,0.6664738,0.6858115,0.8681412,0.8323287,0.5880482,0.3580395,0.8874327
6,0.6599784,0.6157594,0.8681418,0.8006477,0.6064901,0.4088532,0
7,0.5043766,0.3952206,0.3403416,0.7409832,0.5588427,0.4864949,1.34443
8,0.6561711,0.6425316,0.9058872,0.7625215,0.60649,0.3634251,1.232738
9,0.5651174,0.5177646,0.7105883,0.6926444,0.5612316,0.343358,2.943954
10,0.4932759,0.482426,0.4371582,0.7105225,0.4871486,0.349124,1.090329
11,0.5950119,0.5609118,0.7598484,0.7573385,0.5335535,0.3634072,1.621629
12,0.4791586,0.4639543,0.4354019,0.7169885,0.5160286,0.26342,1.876818
13,0.5302625,0.481138,0.4683438,0.8697892,0.5379315,0.2941101,0.8768647
14,0.6168932,0.6256324,0.8310232,0.8828313,0.5195677,0.2254115,1.032939
15,0.5089124,0.5155051,0.4837799,0.8147596,0.4873604,0.2431571,2.58811
16,0.5490339,0.5326884,0.4587209,0.9632782,0.4470741,0.343408,0.5875567
17,0.6185976,0.6175047,0.8989865,0.8826858,0.4468962,0.2469146,0.8127359
18,0.5775701,0.5670552,0.5519763,1.021057,0.4781612,0.2696009,1.158572
19,0.5158435,0.5670552,0.5321575,0.84735,0.4300239,0.2026309,2.177059

