step,OverallGrade,edgeCrossValue,nodeOverlapValue,edgeCrossAngleValue,angularResValue,edgeLengthValue,passedTime
0,0.5805173,0.6570189,0.7455385,0.765797,0.4910722,0.2431599,5.084219
1,0.6033964,0.6279453,0.7745873,0.8301398,0.4987505,0.285559,2.1754
2,0.6444942,0.722721,0.7902781,0.8825909,0.4637823,0.3630985,11.83895
3,0.6409359,0.6877497,0.8483575,0.9092006,0.4738129,0.2855589,0.9666005
4,0.6929322,0.7884229,0.8621214,0.9628263,0.4881919,0.3630985,6.737754
5,0.5492095,0.321843,0.4762937,0.8858188,0.4898246,0.5722675,5.302378
6,0.6963474,0.7176518,0.9089244,0.9742817,0.4916506,0.3892286,2.183758
7,0.6167182,0.7475539,0.7557718,0.9275039,0.4704325,0.1823288,0.9579972
8,0.7374364,0.7077828,1.041056,1.000518,0.4941855,0.4436398,7.462358
9,0.7043145,0.6436996,0.9094909,1.069383,0.4915593,0.4074394,3.769788
10,0.7133716,0.8541244,0.811744,1.097602,0.5316337,0.2717537,4.921987
11,0.7473025,0.8869756,1.006477,1.072116,0.5156258,0.2553179,1.766337
12,0.7880682,0.9198266,1.005809,1.163415,0.4881919,0.3630986,2.14273
13,0.7784166,0.9526773,1.081031,1.148696,0.4665186,0.2431599,3.177754
14,0.6579547,0.6740808,0.8434964,1.129202,0.4306477,0.2123466,0.7995655
15,0.6458969,0.6740807,0.8434958,1.108024,0.4143572,0.1895265,5.896972
16,0.8060853,0.9855278,1.077652,1.24365,0.4149632,0.3086337,1.48751
17,0.8183463,1.018379,1.044616,1.264756,0.4535829,0.3103979,2.989861
18,0.6857389,0.7190189,0.8997284,1.202054,0.4067228,0.2011705,1.212107
19,0.8210953,1.051229,1.149495,1.274446,0.4499604,0.1803462,1.765558

