UserID,StepNr,algorithm,task,edgeCrossingWeight,nodeOverlapWeight,edgeCrossAngleWeight,angularResWeight,edgeLengthWeight,cameraOffset
0,0,ConeBurst,Task,1.199198,1.152773,0.974089,0.9296339,0.7443057,0
0,0,ConeBurst,Task,1.325347,1.256855,0.961051,0.8602159,0.5965313,0
0,0,ConeBurst,Task,1.446852,1.294997,0.9288514,0.7958903,0.5334093,0
0,0,ConeBurst,Task,1.510603,1.349768,0.9099854,0.7559984,0.4736454,0
0,0,ConeBurst,Task,1.579879,1.373598,0.8898575,0.7129099,0.4437551,0
0,0,ConeBurst,Task,1.51632,1.337844,0.9088213,0.7402037,0.4968102,0
0,0,ConeBurst,Task,1.536354,1.367987,0.8988301,0.7169147,0.4799136,0
0,0,ConeBurst,Task,1.565958,1.360802,0.8953887,0.7154161,0.4624353,0
0,0,ConeBurst,Task,1.554996,1.385996,0.8909984,0.7061285,0.4618805,0
0,0,ConeBurst,Task,1.545871,1.39591,0.894668,0.7009611,0.4625896,0
0,0,ConeBurst,Task,1.559819,1.387094,0.8968479,0.6999041,0.4563345,0
0,0,ConeBurst,Task,1.567634,1.39482,0.8930517,0.6946418,0.4498524,0
0,0,ConeBurst,Task,1.573412,1.398427,0.8913724,0.6899367,0.4468518,0
0,0,ConeBurst,Task,1.578538,1.402464,0.8890648,0.6866957,0.443237,0
0,0,ConeBurst,Task,1.578762,1.402832,0.8896649,0.6865186,0.4422218,0
0,0,ConeBurst,Task,1.579177,1.402686,0.8897834,0.6866655,0.4416881,0
0,0,ConeBurst,Task,1.581122,1.403252,0.8893231,0.6852782,0.4410254,0
0,0,ConeBurst,Task,1.582467,1.403306,0.8890226,0.6847125,0.4404916,0
0,0,ConeBurst,Task,1.582608,1.40326,0.8891154,0.6847672,0.4402494,0
0,0,ConeBurst,Task,1.583547,1.40384,0.8887399,0.6843119,0.4395611,0

