step,OverallGrade,edgeCrossValue,nodeOverlapValue,edgeCrossAngleValue,angularResValue,edgeLengthValue,passedTime
0,0.5407392,0.2919877,0.5434667,0.7196265,0.4838746,0.6647408,5.844708
1,0.4762566,0.3846071,0.4802373,0.7282975,0.5072591,0.2808819,0
2,0.5470101,0.246909,0.5943967,0.7756785,0.4611638,0.6569024,0.7429779
3,0.582553,0.3357858,0.6249868,0.8275705,0.4596808,0.6647409,0.5877029
4,0.5636508,0.2693553,0.6118367,0.8336984,0.5168856,0.5864781,3.397629
5,0.5513051,0.5617339,0.6150469,0.9256058,0.4659905,0.1881485,5.054239
6,0.5686185,0.5392646,0.6410154,0.8518816,0.531724,0.2792067,0.6995381
7,0.5453193,0.4102329,0.5264768,0.8837509,0.4688268,0.4373091,1.228057
8,0.5493713,0.4266421,0.5264767,0.8837509,0.4935019,0.4164849,7.931857
9,0.6493681,0.8541248,0.8122901,0.9195238,0.4683038,0.1925982,0.8752623
10,0.7189838,0.5842033,1.095063,0.9604033,0.4776539,0.4775956,3.714337
11,0.5992742,0.3475905,0.5143971,0.9921173,0.5413851,0.6008808,0.6865212
12,0.5628843,0.3604642,0.5115917,0.9297125,0.5017959,0.5108572,0.4771167
13,0.6524146,0.6516114,0.7745606,1.064852,0.5051377,0.2659113,1.902655
14,0.8003534,0.9855282,1.142165,1.19624,0.4642099,0.213624,0.8268585
15,0.5471679,0.336694,0.6073876,1.035986,0.3839762,0.3717957,8.896708
16,0.675658,0.6740807,0.8772759,1.119417,0.4280348,0.2794817,0.5336666
17,0.5560693,0.4525807,0.5946743,1.00574,0.4099388,0.3174124,1.285244
18,0.5731231,0.35914,0.6478797,1.102824,0.3839762,0.3717957,0.6647135
19,0.6846066,0.7190189,0.854687,1.171337,0.4519653,0.2260245,0.4641123

