option,overallGrade,edgeCrossGrade,nodeOverlapGrade,edgeCrossAngleGrade,angularResolutionGrade,edgeLengthGrade,passedTime
chosenOption,0.5805173,0.6570189,0.7455385,0.765797,0.4910722,0.2431599,5.084219
chosenOption,0.5866436,0.62407,0.7623245,0.7861338,0.4910831,0.2696068,2.1754
chosenOption,0.6142954,0.7133893,0.768312,0.7969285,0.4704798,0.322367,11.83895
chosenOption,0.594987,0.6859388,0.8070337,0.7754468,0.464914,0.2416015,0.9666005
chosenOption,0.6219155,0.784532,0.8147141,0.7796382,0.4423414,0.2883514,6.737754
chosenOption,0.4647737,0.3243232,0.4427672,0.6774577,0.4469183,0.4324017,5.302378
chosenOption,0.6201147,0.7222136,0.8577405,0.7862554,0.4362301,0.2981337,2.183758
chosenOption,0.545069,0.7501614,0.7195776,0.7061228,0.4173172,0.132166,0.9579972
chosenOption,0.6379952,0.717382,0.9828227,0.7566504,0.4144292,0.3186915,7.462358
chosenOption,0.5917948,0.6458328,0.8793126,0.7648507,0.39609,0.2728875,3.769788
chosenOption,0.5954021,0.8343456,0.7955722,0.7652162,0.4105105,0.1713656,4.921987
chosenOption,0.6207108,0.8800769,0.963246,0.7259818,0.3740723,0.1601772,1.766337
chosenOption,0.6398361,0.9172603,0.968136,0.7374913,0.3542143,0.2220787,2.14273
chosenOption,0.630941,0.9589939,1.036221,0.6850519,0.3348521,0.1395858,3.177754
chosenOption,0.5097372,0.6860579,0.8103436,0.6263571,0.3074683,0.118459,0.7995655
chosenOption,0.5124545,0.6838562,0.8217798,0.6459292,0.3103215,0.1003858,5.896972
chosenOption,0.653093,1.036839,1.018078,0.7336156,0.3160113,0.1609211,1.48751
chosenOption,0.6488729,1.087027,0.9692755,0.7015303,0.3441504,0.1423817,2.989861
chosenOption,0.5163195,0.7841815,0.8146996,0.6255122,0.272854,0.08435013,1.212107
chosenOption,0.6487338,1.181979,1.00718,0.6763037,0.3041857,0.07401992,1.765558

