edge crossing weight,node overlap weight,edge crossing angle weight,angular resolution weight,edge length weight
0.4660099,0.4660099,0.4660099,0.4660099,0.5150636
0.5248082,0.5248082,0.5524297,0.5524297,0.5524296
0.5136315,0.5136315,0.567698,0.567698,0.5136315
0.5279297,0.5279297,0.5835012,0.6112869,0.5001438
0.4415038,0.4415038,0.5150878,0.5150878,0.4660318
0.4924046,0.4924046,0.574472,0.6018278,0.4924046
0.4494967,0.4494967,0.5552606,0.5552606,0.5023786
0.4741937,0.4741937,0.6136624,0.6136624,0.5020874
0.4022702,0.4022702,0.5279796,0.5279796,0.4776959
0.4219559,0.3955837,0.5274449,0.5801894,0.4747004
0.4656672,0.436563,0.5529798,0.6693965,0.5238755
0.3981606,0.3716166,0.5308808,0.5839689,0.5043368
0.4603354,0.4315645,0.6041902,0.6329612,0.5466483
0.3705859,0.3458802,0.4941145,0.5188202,0.4941145
0.3590495,0.3334031,0.4872815,0.5129278,0.5385743
0.3546039,0.3273267,0.5455445,0.5182673,0.600099
0.3988046,0.3418325,0.5982069,0.5697208,0.5982069
0.3828055,0.328119,0.5742083,0.5742083,0.546865
0.3254542,0.2753843,0.5006988,0.5006988,0.5257338
0.3234968,0.2695807,0.5661196,0.5122034,0.5930776

