UserID,StepNr,algorithm,task,edgeCrossingWeight,nodeOverlapWeight,edgeCrossAngleWeight,angularResWeight,edgeLengthWeight,cameraOffset
0,0,ConeBurst,Task,0.8497604,0.9080264,1.021626,0.917763,1.302824,0
0,0,ConeBurst,Task,0.9410164,0.9084151,1.057443,1.147957,0.9451686,0
0,0,ConeBurst,Task,0.9567719,0.8965871,1.059551,1.316913,0.7701778,0
0,0,ConeBurst,Task,0.97448,0.8928226,1.046821,1.454085,0.6317919,0
0,0,ConeBurst,Task,0.9470612,0.8725622,1.083672,1.383495,0.7132099,0
0,0,ConeBurst,Task,0.9567685,0.8655487,1.082628,1.441234,0.6538213,0
0,0,ConeBurst,Task,0.9350877,0.8534142,1.096063,1.410052,0.7053834,0
0,0,ConeBurst,Task,0.9410641,0.8415594,1.091019,1.460708,0.6656496,0
0,0,ConeBurst,Task,0.9316089,0.8356256,1.097642,1.44469,0.6904336,0
0,0,ConeBurst,Task,0.9322185,0.8260322,1.095402,1.470535,0.6758125,0
0,0,ConeBurst,Task,0.9268022,0.8228739,1.091293,1.490016,0.6690144,0
0,0,ConeBurst,Task,0.9215322,0.8216241,1.094747,1.481866,0.6802303,0
0,0,ConeBurst,Task,0.9279389,0.8232451,1.094907,1.475356,0.678553,0
0,0,ConeBurst,Task,0.9253541,0.8219895,1.095928,1.473416,0.6833127,0
0,0,ConeBurst,Task,0.9240499,0.8204899,1.097286,1.470115,0.6880588,0
0,0,ConeBurst,Task,0.923104,0.8198344,1.098383,1.467305,0.6913736,0
0,0,ConeBurst,Task,0.9241458,0.81955,1.097774,1.470078,0.6884525,0
0,0,ConeBurst,Task,0.9244356,0.8194038,1.097682,1.472109,0.6863697,0
0,0,ConeBurst,Task,0.9239408,0.8192127,1.098015,1.471393,0.6874383,0
0,0,ConeBurst,Task,0.9237888,0.8190331,1.098447,1.470325,0.6884061,0

