option,overallGrade,edgeCrossGrade,nodeOverlapGrade,edgeCrossAngleGrade,angularResolutionGrade,edgeLengthGrade,passedTime
chosenOption,0.5432342,0.5921294,0.5867846,0.7009715,0.5108299,0.3254555,1.314457
chosenOption,0.5603434,0.6577569,0.6041915,0.7098597,0.5066144,0.3232946,0.8766643
chosenOption,0.5615196,0.6439663,0.7016553,0.707435,0.4935873,0.2609542,2.124551
chosenOption,0.5553614,0.7158914,0.6285803,0.7661913,0.4647273,0.2014171,2.004641
chosenOption,0.569742,0.7464795,0.6424022,0.7036968,0.486874,0.2692575,1.753794
chosenOption,0.5931541,0.8374657,0.6713814,0.7639022,0.4734008,0.2196204,2.239884
chosenOption,0.6007135,0.8799393,0.6582399,0.7396179,0.5028777,0.2228926,1.333227
chosenOption,0.6092833,0.9265557,0.6717306,0.7143304,0.4447978,0.2890022,3.154725
chosenOption,0.6385716,1.048365,0.6964791,0.7058348,0.5038579,0.2383217,1.938751

