option,overallGrade,edgeCrossGrade,nodeOverlapGrade,edgeCrossAngleGrade,angularResolutionGrade,edgeLengthGrade,passedTime
chosenOption,0.6783631,0.7424526,0.6708746,0.7137327,0.4743882,0.7903677,2.35424
chosenOption,0.6721195,0.751834,0.6969134,0.7659665,0.6263105,0.519573,3.613262
chosenOption,0.6825547,0.7624751,0.738718,0.6920967,0.4683273,0.7511564,3.64279
chosenOption,0.668538,0.8329927,0.7073469,0.6761998,0.6180702,0.5080804,4.875659
chosenOption,0.6552491,0.8559224,0.6967704,0.7001675,0.5219893,0.5013955,4.60723
chosenOption,0.4930923,0.4549476,0.3871184,0.6851897,0.5815285,0.3566775,1.398667
chosenOption,0.6738201,0.8724979,0.7327595,0.677094,0.6303201,0.4564289,3.951632
chosenOption,0.6834799,0.8498331,0.7848177,0.6537751,0.4478016,0.6811723,3.132013
chosenOption,0.6632624,0.8559217,0.7359979,0.6269495,0.416826,0.6806167,3.552809
chosenOption,0.6673924,0.813977,0.7178503,0.6218537,0.4012133,0.7820677,3.588316
chosenOption,0.4815249,0.4688504,0.3952644,0.637717,0.5084274,0.3973652,4.375005
chosenOption,0.6692246,0.8989926,0.7496687,0.634942,0.5546687,0.5078512,4.57572
chosenOption,0.654579,0.9702232,0.7092232,0.6403157,0.4876737,0.4654593,4.506372
chosenOption,0.6664799,0.9195007,0.7436746,0.5950846,0.3778262,0.696313,5.863772
chosenOption,0.6870197,0.9766856,0.7230127,0.6346508,0.3287946,0.7719551,2.776206
chosenOption,0.6967762,0.9886172,0.7576036,0.5684718,0.3125412,0.8566473,2.31011
chosenOption,0.6816443,0.920558,0.7815384,0.5581074,0.2886771,0.8593407,5.392666
chosenOption,0.7003632,0.9785219,0.7602794,0.4815179,0.3259098,0.9555867,0.4092698
chosenOption,0.7035142,0.987003,0.6902483,0.5315955,0.2813445,1.02738,3.487177
chosenOption,0.6431468,1.078917,0.7023243,0.5055919,0.3100682,0.6188325,3.599354

