step,OverallGrade,edgeCrossValue,nodeOverlapValue,edgeCrossAngleValue,angularResValue,edgeLengthValue,passedTime
0,0.6783632,0.7424526,0.6708746,0.7137327,0.4743882,0.7903677,2.35424
1,0.6713421,0.7424524,0.7221602,0.7437207,0.6276736,0.5207036,3.613262
2,0.6963188,0.7472831,0.7482709,0.7229599,0.4789905,0.7840896,3.64279
3,0.6872227,0.8131215,0.7416205,0.7194612,0.632761,0.5291492,4.875659
4,0.6933792,0.8340979,0.7455279,0.7989648,0.5416862,0.5466193,4.60723
5,0.5335912,0.4250579,0.4153025,0.8001083,0.6178677,0.4096194,1.398667
6,0.7105741,0.8131214,0.7753305,0.7914073,0.6679144,0.5050969,3.951632
7,0.7249183,0.7828687,0.8195345,0.7591079,0.4789904,0.78409,3.132013
8,0.7092779,0.782868,0.7893868,0.7435549,0.4493727,0.7812071,3.552809
9,0.716695,0.7343387,0.7630597,0.7550969,0.4360182,0.8949612,3.588316
10,0.5196883,0.4250579,0.4153028,0.7620078,0.5492157,0.4468573,4.375005
11,0.6989391,0.8131215,0.7753308,0.7554342,0.5976078,0.5532011,4.57572
12,0.6811072,0.8699483,0.7242807,0.7532308,0.5327455,0.5253305,4.506372
13,0.7119256,0.8184531,0.7564962,0.7435549,0.4244075,0.8167166,5.863772
14,0.7417854,0.8538207,0.7667413,0.8181226,0.3719301,0.8983125,2.776206
15,0.7575454,0.8538204,0.8050499,0.7851058,0.3557911,0.9879599,2.31011
16,0.7447005,0.7843388,0.8597147,0.769801,0.3300117,0.9796363,5.392666
17,0.7724265,0.8359731,0.8635885,0.7167265,0.3729545,1.07289,0.4092698
18,0.7798919,0.8359731,0.8223849,0.7961321,0.3163234,1.128646,3.487177
19,0.7115434,0.9094914,0.8502425,0.7908924,0.3447176,0.6623734,3.599354

