option,overallGrade,edgeCrossGrade,nodeOverlapGrade,edgeCrossAngleGrade,angularResolutionGrade,edgeLengthGrade,passedTime
chosenOption,0.5485628,0.3985585,0.4152632,0.7373325,0.5559624,0.6356976,19.10895
chosenOption,0.5631638,0.5959438,0.5795916,0.7389181,0.5334997,0.367866,3.178552
chosenOption,0.640745,0.6815544,0.6322659,0.7432466,0.5056623,0.6409962,3.100108
chosenOption,0.5410615,0.3437236,0.4723215,0.7167376,0.5390746,0.63345,5.671966
chosenOption,0.5491078,0.3816731,0.3868124,0.7112004,0.5504984,0.7153547,12.57043
chosenOption,0.5631917,0.6060719,0.6081611,0.7302548,0.51391,0.3575606,6.576157
chosenOption,0.6368293,0.6296756,0.5930575,0.7334282,0.5263984,0.7015867,3.57394
chosenOption,0.6398265,0.6842374,0.5934109,0.7188753,0.464225,0.738384,0.9124743
chosenOption,0.6441136,0.7078896,0.6284927,0.6855747,0.4458545,0.7527565,1.710278
chosenOption,0.6275604,0.6972066,0.5858884,0.6554848,0.3964236,0.8027989,3.476716
chosenOption,0.641088,0.7199019,0.601586,0.6323537,0.4202233,0.8313754,4.27238
chosenOption,0.5558574,0.7372513,0.632753,0.6037661,0.3868077,0.4187085,4.315336
chosenOption,0.5418609,0.7188623,0.6664761,0.587562,0.3921319,0.3442723,4.538177
chosenOption,0.6293945,0.7781273,0.6064609,0.6140273,0.3607088,0.7876483,8.961035
chosenOption,0.6492803,0.8515978,0.6504234,0.5584153,0.3731779,0.8127868,2.777195
chosenOption,0.5476262,0.7972521,0.6216152,0.5379094,0.3514468,0.4299076,4.71963
chosenOption,0.5444984,0.5170791,0.4452597,0.5830938,0.3875436,0.7895154,8.862484
chosenOption,0.631857,0.8293808,0.5980105,0.5663965,0.3278059,0.8376917,4.191188
chosenOption,0.651957,0.9090675,0.6346349,0.5161498,0.3370333,0.8628998,6.240583
chosenOption,0.6599289,0.9006543,0.6293653,0.5221601,0.3018795,0.9455852,8.547897

