edge crossing weight,node overlap weight,edge crossing angle weight,angular resolution weight,edge length weight
0.5211347,0.5211347,0.575991,0.575991,0.5485629
0.5350057,0.5350057,0.5913221,0.5913221,0.5350057
0.640745,0.6087078,0.640745,0.640745,0.6087078
0.5140084,0.4869553,0.5681145,0.5681145,0.5140084
0.494197,0.4667416,0.5765632,0.6040185,0.5216524
0.5350321,0.5068725,0.6195108,0.5913513,0.5068725
0.6368293,0.5731463,0.7005121,0.6686707,0.6049878
0.6718178,0.6078352,0.7358004,0.6398265,0.6398265
0.7085249,0.6441136,0.7407305,0.6119079,0.6441136
0.7216945,0.6275605,0.7216945,0.5648044,0.6589385
0.7693056,0.6410881,0.7372512,0.5769792,0.7051968
0.6948215,0.5836501,0.6670287,0.4724787,0.5836501
0.677326,0.596047,0.62314,0.4605817,0.5418609
0.8182127,0.6923339,0.6923339,0.5035155,0.6608642
0.8765281,0.7466722,0.7142082,0.5194241,0.7142082
0.7392952,0.6571513,0.5750075,0.4107196,0.5750075
0.7078477,0.626173,0.5989481,0.4355986,0.5717232
0.8530068,0.7582283,0.7266355,0.4738927,0.6950427
0.9127397,0.8149462,0.7171527,0.4563699,0.7497506
0.9239002,0.824911,0.7259218,0.4289537,0.7919146

