step,OverallGrade,edgeCrossValue,nodeOverlapValue,edgeCrossAngleValue,angularResValue,edgeLengthValue,passedTime
0,0.5589163,0.6288506,0.609791,0.704168,0.5108268,0.3409454,5.516444
1,0.6379362,0.6673295,0.5746037,0.7743499,0.5045043,0.6688935,1.987069
2,0.5674665,0.631883,0.6106203,0.7604656,0.530103,0.3042606,0.803686
3,0.6274117,0.7024521,0.6008347,0.6888936,0.5115117,0.6333661,0.5202806
4,0.5130975,0.5638407,0.4910327,0.7112585,0.5170534,0.282302,2.087337
5,0.5969989,0.5031695,0.4598856,0.7495614,0.5852922,0.6870857,1.085454
6,0.5528048,0.5974081,0.5488119,0.7745851,0.5363681,0.3068508,5.511596
7,0.5698923,0.6288506,0.5421468,0.7975822,0.5472331,0.3336489,0.421268
8,0.5824498,0.4184864,0.4056627,0.8693499,0.556496,0.6622539,0
9,0.5693749,0.4384145,0.3941337,0.8160058,0.5247639,0.6735563,0.3704403
10,0.5920998,0.7231784,0.609791,0.8097932,0.4597441,0.3579927,0.5696134
11,0.6614663,0.6708927,0.5410419,0.8209485,0.4788752,0.7955733,1.363065
12,0.5760761,0.423806,0.4650864,0.8439034,0.4834782,0.6641065,6.035053
13,0.6153461,0.7860631,0.6626241,0.8338358,0.4429982,0.3512093,4.855866
14,0.5645627,0.7715711,0.6001512,0.7451278,0.3939454,0.3120179,0
15,0.594142,0.5380539,0.4775528,0.8110658,0.4447699,0.6992673,1.332294
16,0.6102464,0.8489483,0.7933679,0.7349069,0.3826667,0.2913423,0.6154445
17,0.5685723,0.440758,0.5093805,0.7735782,0.4550383,0.6641066,2.232496
18,0.6365716,0.8489481,0.7228626,0.8338361,0.3908807,0.3863304,1.216936
19,0.6065061,0.557982,0.6104767,0.8192248,0.3504878,0.6943593,3.744344

