UserID,StepNr,algorithm,task,edgeCrossingWeight,nodeOverlapWeight,edgeCrossAngleWeight,angularResWeight,edgeLengthWeight,cameraOffset
0,0,ConeBurst,Task,0.7905126,0.848518,1.076432,1.094674,1.189863,0
0,0,ConeBurst,Task,0.8583577,0.941975,1.114913,1.138766,0.945989,0
0,0,ConeBurst,Task,0.9067397,0.9603931,1.064509,1.072086,0.9962719,0
0,0,ConeBurst,Task,0.7977914,0.9067246,1.101827,1.11284,1.080817,0
0,0,ConeBurst,Task,0.7416033,0.8599581,1.107985,1.142263,1.14819,0
0,0,ConeBurst,Task,0.7782683,0.8941458,1.114919,1.136077,1.07659,0
0,0,ConeBurst,Task,0.7884761,0.89698,1.100476,1.118023,1.096045,0
0,0,ConeBurst,Task,0.7990105,0.9000178,1.092454,1.098962,1.109556,0
0,0,ConeBurst,Task,0.8079939,0.9052156,1.083094,1.084986,1.11871,0
0,0,ConeBurst,Task,0.8148719,0.9051121,1.077307,1.073685,1.129024,0
0,0,ConeBurst,Task,0.8181314,0.9058582,1.072648,1.068036,1.135326,0
0,0,ConeBurst,Task,0.8251081,0.9120283,1.073587,1.066761,1.122515,0
0,0,ConeBurst,Task,0.8292043,0.9173993,1.074539,1.067911,1.110947,0
0,0,ConeBurst,Task,0.8310874,0.917725,1.0727,1.064584,1.113904,0
0,0,ConeBurst,Task,0.8330539,0.9180807,1.070466,1.062432,1.115967,0
0,0,ConeBurst,Task,0.8346527,0.919861,1.070755,1.06271,1.112022,0
0,0,ConeBurst,Task,0.8325807,0.9181411,1.071364,1.063569,1.114346,0
0,0,ConeBurst,Task,0.8332644,0.918152,1.070915,1.062315,1.115353,0
0,0,ConeBurst,Task,0.8339102,0.9182325,1.070198,1.061682,1.115977,0
0,0,ConeBurst,Task,0.8340681,0.9181685,1.069829,1.061209,1.116726,0

