option,overallGrade,edgeCrossGrade,nodeOverlapGrade,edgeCrossAngleGrade,angularResolutionGrade,edgeLengthGrade,passedTime
alt1,0.6388268,0.5166797,0.5867846,0.7959448,0.5516159,0.743109,0.4715
alt1,0.6034704,0.4650877,0.5925337,0.7164403,0.5845326,0.6587579,1.533271
alt1,0.5899236,0.523435,0.6025578,0.7189137,0.5304934,0.5742185,1.145739
alt1,0.4725792,0.3008922,0.4200882,0.6740525,0.4986513,0.4692117,0.6571169
alt1,0.4446767,0.220005,0.376565,0.6829832,0.4794182,0.464412,1.314351
alt1,0.4840773,0.3297924,0.3318462,0.7380443,0.5329197,0.4877841,0.8790706
alt1,0.461235,0.3465184,0.4342408,0.6616147,0.4721844,0.3916168,0.489206
alt1,0.4895991,0.3275747,0.4777333,0.7052682,0.4736845,0.4637349,1.111956
alt1,0.4669088,0.3474722,0.4024877,0.6226245,0.4859751,0.4759848,1.774048
alt1,0.6138355,1.03467,0.6698047,0.6849591,0.424089,0.2556544,3.931059
alt1,0.4527871,0.3738045,0.4281132,0.5888948,0.4564258,0.4166975,1.080411
alt1,0.5491196,0.6845608,0.7034392,0.6303862,0.4285932,0.2986186,1.886692
alt1,0.4105619,0.4168329,0.4332868,0.5705786,0.3918172,0.240294,0.6906862

