step,OverallGrade,edgeCrossValue,nodeOverlapValue,edgeCrossAngleValue,angularResValue,edgeLengthValue,passedTime
0,0.4905367,0.237955,0.384388,0.6809382,0.4693044,0.6800981,396.8299
1,0.5340319,0.4259555,0.4859312,0.6834325,0.7347208,0.3401196,402.9536
2,0.5301515,0.3772372,0.472661,0.7282956,0.7457924,0.3267716,256.7555
3,0.5521043,0.4095235,0.4563864,0.7489381,0.8318134,0.31386,339.2311
4,0.4903547,0.2550449,0.3796765,0.7603723,0.4333963,0.6232837,342.6042
5,0.5337569,0.3879696,0.441578,0.7753007,0.7455903,0.3183457,414.1543
6,0.5195872,0.2416215,0.3879353,0.7614025,0.5084566,0.6985199,265.198
7,0.5338745,0.3664158,0.4083457,0.7489377,0.8318132,0.3138599,266.4193
8,0.4931259,0.2022618,0.3064214,0.7609221,0.4967,0.6993241,352.3185
9,0.4950014,0.3727056,0.3123715,0.7113968,0.7299086,0.3486244,268.9673
10,0.5359898,0.2780389,0.3916076,0.7082707,0.8630006,0.439031,272.2493
11,0.4893821,0.2396836,0.3452312,0.6788055,0.491964,0.6912261,356.0369
12,0.5180178,0.4318126,0.3989669,0.759401,0.529967,0.4699416,276.1691
13,0.4711936,0.190364,0.288291,0.7149853,0.5162347,0.6460932,279.3637
14,0.4747421,0.1784662,0.252347,0.6917477,0.4741227,0.777027,439.3197
15,0.4868329,0.1879278,0.2801755,0.6888881,0.4622332,0.8149399,441.1367
16,0.4923233,0.3143447,0.3111494,0.7297499,0.7497838,0.3565888,285.3213
17,0.4866765,0.3017542,0.2943854,0.7753007,0.7100862,0.3518557,290.548
18,0.4570108,0.1665685,0.2306328,0.7149854,0.4927694,0.6800982,445.5951
19,0.4733522,0.2050205,0.2353169,0.7202762,0.4116443,0.7945032,366.2639

