UserID,StepNr,algorithm,task,edgeCrossingWeight,nodeOverlapWeight,edgeCrossAngleWeight,angularResWeight,edgeLengthWeight,cameraOffset
0,0,ConeBurst,Task,1.059895,0.9696818,0.9131712,0.8768207,1.180431,0
0,0,ConeBurst,Task,1.104971,0.955687,0.811599,0.7811213,1.346622,0
0,0,ConeBurst,Task,1.245797,1.026161,0.847573,0.7780487,1.10242,0
0,0,ConeBurst,Task,1.35486,1.012369,0.8661804,0.7812485,0.985342,0
0,0,ConeBurst,Task,1.377161,0.99806,0.8373386,0.7456042,1.041837,0
0,0,ConeBurst,Task,1.39537,0.9921115,0.8050519,0.7173785,1.090088,0
0,0,ConeBurst,Task,1.381265,0.9850582,0.7878471,0.7037461,1.142084,0
0,0,ConeBurst,Task,1.386911,0.9711681,0.7668847,0.6938035,1.181232,0
0,0,ConeBurst,Task,1.390794,0.9683764,0.7500283,0.6853232,1.205477,0
0,0,ConeBurst,Task,1.394886,0.9639883,0.7431183,0.6769456,1.221062,0
0,0,ConeBurst,Task,1.398212,0.9599409,0.7338707,0.6718683,1.236109,0
0,0,ConeBurst,Task,1.414617,0.9601123,0.7349482,0.6715305,1.218792,0
0,0,ConeBurst,Task,1.415159,0.9584042,0.7305599,0.6688603,1.227017,0
0,0,ConeBurst,Task,1.41704,0.956072,0.7278119,0.6661811,1.232895,0
0,0,ConeBurst,Task,1.417741,0.9549689,0.7250643,0.6646479,1.237577,0
0,0,ConeBurst,Task,1.418751,0.9543715,0.7237869,0.6630397,1.240051,0
0,0,ConeBurst,Task,1.421351,0.9552183,0.724051,0.6631566,1.236223,0
0,0,ConeBurst,Task,1.421788,0.9546941,0.7230083,0.6624939,1.238016,0
0,0,ConeBurst,Task,1.423751,0.9549191,0.7231851,0.6624123,1.235732,0
0,0,ConeBurst,Task,1.424829,0.9553109,0.7233227,0.6623933,1.234144,0

