step,OverallGrade,edgeCrossValue,nodeOverlapValue,edgeCrossAngleValue,angularResValue,edgeLengthValue,passedTime
0,0.552923,0.6606205,0.6401879,0.7221195,0.5135471,0.2281398,73.62901
1,0.4947682,0.2723575,0.4728038,0.8159466,0.5387859,0.3739474,7.867478
2,0.4741709,0.3477209,0.4796968,0.7324784,0.4759282,0.33503,9.612219
3,0.6333043,0.654424,0.7168246,0.7607457,0.4421578,0.5923693,14.77706
4,0.5014949,0.3264826,0.4921393,0.8269941,0.4975234,0.3643352,3.721067
5,0.6044666,0.7266827,0.7042066,0.8934959,0.4794675,0.2184804,2.332733
6,0.5046595,0.3824931,0.5812763,0.7712548,0.4234758,0.3647974,5.962559
7,0.5858291,0.7266828,0.7591397,0.8597548,0.4263923,0.1571761,5.141441
8,0.5767018,0.7699434,0.6470229,0.8041724,0.420407,0.2419633,1.777114
9,0.5941454,0.7266825,0.8002349,0.7221194,0.4365152,0.2851748,10.88292
10,0.5246483,0.2995931,0.5910047,0.8159467,0.4537145,0.4629824,2.621851
11,0.6899589,0.6464045,0.7628151,0.7354223,0.4109126,0.89424,9.895018
12,0.5037767,0.3132109,0.6527272,0.7455557,0.3876581,0.4197318,1.354689
13,0.5062346,0.313211,0.6700968,0.7254124,0.3972011,0.425252,1.9645
14,0.5173253,0.3561626,0.5816192,0.7518126,0.3869627,0.5100694,4.359495
15,0.5094462,0.2982381,0.6230285,0.6933089,0.3573332,0.5753224,1.354165
16,0.5562067,0.4346513,0.6210333,0.7310748,0.3776793,0.6165947,1.152489
17,0.6029947,0.8257753,0.8642537,0.6860134,0.3081282,0.3308029,2.544574
18,0.4808311,0.3710027,0.521681,0.6254385,0.3311362,0.554897,1.998989
19,0.5072764,0.3858427,0.6039892,0.7142223,0.304042,0.528286,1.110125

