userID,stepNumber,algorithm,task,edgeCrossingWeight,nodeOverlappingWeight,edgeCrossingAngleWeight,angularResolutionWeight,edgeLengthWeight,cameraOffset
4,1,ForceDirectedAlgorithm, Task2,1.019915,0.9899191,0.971129,0.9590423,1.059994,3
4,2,ForceDirectedAlgorithm, Task2,1.038556,0.9854082,0.931963,0.921024,1.123049,3
4,3,ForceDirectedAlgorithm, Task2,1.073853,1.004066,0.9427377,0.9207866,1.058557,3
4,4,ForceDirectedAlgorithm, Task2,1.120283,0.998697,0.9524239,0.9232426,1.005353,3
4,5,ForceDirectedAlgorithm, Task2,1.148376,0.9851373,0.9204062,0.8811595,1.064921,3
4,6,ForceDirectedAlgorithm, Task2,1.174686,0.9771414,0.8793921,0.842349,1.126431,3
4,7,ForceDirectedAlgorithm, Task2,1.163628,0.9646149,0.8502508,0.8154886,1.206017,3
4,8,ForceDirectedAlgorithm, Task2,1.173446,0.941034,0.8146104,0.7923549,1.278555,3
4,9,ForceDirectedAlgorithm, Task2,1.181355,0.9286396,0.7757716,0.7662861,1.347948,3
4,10,ForceDirectedAlgorithm, Task2,1.1937,0.9069404,0.7444499,0.7300665,1.424843,3
4,11,ForceDirectedAlgorithm, Task2,1.200396,0.8846341,0.708365,0.70221,1.504395,3
4,12,ForceDirectedAlgorithm, Task2,1.241272,0.8909217,0.7161107,0.7079132,1.443783,3
4,13,ForceDirectedAlgorithm, Task2,1.243069,0.8693016,0.6812539,0.6786339,1.527742,3
4,14,ForceDirectedAlgorithm, Task2,1.253804,0.8392392,0.647188,0.6438466,1.615922,3
4,15,ForceDirectedAlgorithm, Task2,1.253577,0.8138554,0.6118959,0.6137197,1.706952,3
4,16,ForceDirectedAlgorithm, Task2,1.260546,0.7866243,0.5780475,0.5768639,1.797918,3
4,17,ForceDirectedAlgorithm, Task2,1.291023,0.8033389,0.5927112,0.5910479,1.721879,3
4,18,ForceDirectedAlgorithm, Task2,1.292397,0.7738467,0.556952,0.5584309,1.818374,3
4,19,ForceDirectedAlgorithm, Task2,1.330163,0.7843097,0.5666069,0.5666628,1.752258,3
4,20,ForceDirectedAlgorithm, Task2,1.365353,0.7981059,0.57694,0.5756086,1.683992,3

