option,overallGrade,edgeCrossGrade,nodeOverlapGrade,edgeCrossAngleGrade,angularResolutionGrade,edgeLengthGrade,passedTime
alt2,0.552923,0.6606205,0.6401879,0.7221195,0.5135471,0.2281398,73.62901
alt2,0.4843793,0.2777815,0.4680375,0.7546567,0.5439142,0.3775067,7.867478
alt2,0.4646108,0.3611276,0.4501878,0.6826429,0.4870459,0.3420501,9.612219
alt2,0.6165616,0.6692907,0.6543083,0.6830321,0.47898,0.5971969,14.77706
alt2,0.4744042,0.3325026,0.4468164,0.7160445,0.510372,0.3662855,3.721067
alt2,0.564611,0.7586409,0.6306729,0.7151123,0.4970439,0.2215851,2.332733
alt2,0.46768,0.408463,0.4939036,0.6165776,0.445893,0.3735628,5.962559
alt2,0.5234824,0.7687168,0.6102312,0.664552,0.40908,0.1648322,5.141441
alt2,0.5204671,0.8213519,0.5073921,0.6238926,0.3918959,0.2578028,1.777114
alt2,0.527235,0.7804272,0.5945038,0.5601998,0.3935241,0.3075207,10.88292
alt2,0.4507841,0.325113,0.4288048,0.5785062,0.4140522,0.5074441,2.621851
alt2,0.6294878,0.7054012,0.5398498,0.5209475,0.3847293,0.9965113,9.895018
alt2,0.433993,0.3380695,0.4652231,0.5084766,0.3920405,0.4661551,1.354689
alt2,0.4294314,0.338559,0.4480894,0.4941901,0.3850774,0.481241,1.9645
alt2,0.4357659,0.3721317,0.3754751,0.4865642,0.3559209,0.5887374,4.359495
alt2,0.4325639,0.3115537,0.3900424,0.446561,0.3373884,0.6772742,1.354165
alt2,0.4594046,0.4383183,0.3618666,0.422596,0.335184,0.7390578,1.152489
alt2,0.4983065,0.8528759,0.5142878,0.4280083,0.3035309,0.3928293,2.544574
alt2,0.4101071,0.3835862,0.2990378,0.3870436,0.3081945,0.6726735,1.998989
alt2,0.424668,0.3947952,0.3508997,0.4259824,0.3132533,0.6384092,1.110125

