step,OverallGrade,edgeCrossValue,nodeOverlapValue,edgeCrossAngleValue,angularResValue,edgeLengthValue,passedTime
0,0.6328957,0.6606205,0.6251041,0.7552606,0.5109349,0.6125584,56.63505
1,0.6545639,0.6606207,0.6671712,0.7831678,0.5106439,0.6512159,6.57625
2,0.5416558,0.6606203,0.6642472,0.7815952,0.4514742,0.1503424,5.259703
3,0.5649915,0.7349465,0.6082982,0.809964,0.4597864,0.2119623,8.54421
4,0.6634967,0.7266827,0.6876145,0.8307868,0.4598414,0.6125582,9.417337
5,0.6852869,0.7266827,0.7338886,0.8577553,0.456892,0.6512157,7.749615
6,0.6648213,0.6464046,0.70179,0.8089649,0.4383068,0.72864,7.207771
7,0.6617715,0.6855871,0.7147483,0.7356642,0.4638742,0.7089839,7.798064
8,0.6556066,0.6855867,0.7191124,0.7073721,0.4446594,0.7213022,5.913359
9,0.6926633,0.7266825,0.7813801,0.7552606,0.4342947,0.7656983,87.58553
10,0.6740777,0.6855869,0.7445294,0.7022249,0.4365874,0.8014597,9.095229
11,0.5821606,0.7699437,0.6912482,0.7713941,0.4056938,0.2725231,16.92911
12,0.6641595,0.7167498,0.7490752,0.7073721,0.3661899,0.7814103,2.768065
13,0.7172903,0.7597136,0.8673225,0.7458741,0.3762639,0.8372773,7.440858
14,0.6872268,0.7479129,0.7743107,0.6687855,0.382014,0.8631107,9.679732
15,0.708639,0.7927448,0.8126352,0.7174975,0.3321076,0.8882099,1.856555
16,0.5668638,0.779076,0.7943272,0.7111793,0.3335626,0.216174,6.565706
17,0.6827062,0.7790758,0.8090014,0.6400033,0.313877,0.8715736,2.806864
18,0.5886195,0.874936,0.7465481,0.6942548,0.3245551,0.3028034,8.972592
19,0.614624,0.8588065,0.8642537,0.7381053,0.3102436,0.301711,12.47382

