step,OverallGrade,edgeCrossValue,nodeOverlapValue,edgeCrossAngleValue,angularResValue,edgeLengthValue,passedTime
0,0.582121,0.6478098,0.677828,0.729287,0.4850633,0.3706167,16.95389
1,0.577964,0.5417853,0.4021882,0.7317396,0.5126624,0.7014445,5.796114
2,0.4641756,0.4207944,0.4683721,0.681868,0.5233775,0.2264661,4.632494
3,0.5832843,0.6478096,0.6962304,0.6921371,0.539348,0.3408961,9.176061
4,0.5913125,0.6802002,0.6671774,0.7841168,0.5217647,0.3033034,4.197808
5,0.4766679,0.4408323,0.556156,0.6903536,0.468915,0.2270824,6.22038
6,0.5676196,0.4794539,0.4129855,0.6859209,0.5596361,0.7001018,6.441499
7,0.5880852,0.6802001,0.7003487,0.6750283,0.5276769,0.3571718,9.350599
8,0.6174507,0.7125906,0.7658538,0.7285653,0.5393479,0.3408961,6.76292
9,0.5606949,0.4608702,0.3919373,0.7337955,0.5823162,0.6345552,11.22951
10,0.4923246,0.4608701,0.5561563,0.6903536,0.5158066,0.2384366,0.675527
11,0.5907481,0.5022846,0.4129857,0.6859208,0.6155999,0.7369493,8.556637
12,0.5533312,0.4408322,0.3578557,0.6639102,0.6377749,0.666283,10.02026
13,0.6246325,0.7125911,0.6962306,0.6921371,0.6472177,0.3749858,5.721698
14,0.6252422,0.7449811,0.6671772,0.7841166,0.5963027,0.3336337,6.309013
15,0.5079813,0.4809082,0.556156,0.6903536,0.562698,0.2497907,5.47409
16,0.6082802,0.5251158,0.4129857,0.6859209,0.6435817,0.7737967,6.79694
17,0.6073209,0.5933836,0.370683,0.6853499,0.624273,0.762915,4.529514
18,0.4868082,0.4001014,0.5114716,0.6926234,0.6060888,0.2237559,7.27593
19,0.6071531,0.6373962,0.6742011,0.6922911,0.5801166,0.4517605,2.17657

