edge crossing weight,node overlap weight,edge crossing angle weight,angular resolution weight,edge length weight
0.611227,0.611227,0.611227,0.5530149,0.582121
0.5918294,0.563647,0.563647,0.563647,0.5918294
0.4556591,0.4556591,0.4328761,0.4556591,0.4556591
0.624158,0.624158,0.5944361,0.624158,0.5944361
0.6387686,0.6387686,0.6097337,0.5806987,0.5806987
0.4819861,0.5049378,0.4590344,0.4590344,0.4360827
0.5760151,0.5760151,0.5211565,0.5760151,0.5485858
0.6455266,0.6455266,0.5868424,0.5868424,0.5868424
0.6959863,0.6959863,0.6354658,0.6354658,0.6052055
0.5835004,0.5581309,0.5327613,0.5581309,0.5327613
0.5061374,0.5061374,0.4601249,0.5061374,0.4601249
0.5985668,0.5713593,0.5169441,0.6257744,0.5713593
0.5646618,0.5133289,0.4876625,0.6159947,0.5646618
0.6908929,0.6308153,0.6007765,0.7209318,0.6608542
0.7038748,0.6452186,0.6158905,0.7038748,0.6452186
0.5325496,0.5093953,0.4630867,0.5325496,0.486241
0.6219264,0.5678459,0.5137653,0.6489667,0.5948861
0.6260332,0.5443767,0.5443767,0.6532519,0.6260332
0.5071527,0.4610479,0.4379956,0.5302051,0.5071527
0.6811365,0.6219074,0.5922927,0.6811365,0.6515219

