step,OverallGrade,edgeCrossValue,nodeOverlapValue,edgeCrossAngleValue,angularResValue,edgeLengthValue,passedTime
0,0.4722356,0.3662925,0.4639956,0.6636268,0.4911035,0.3761594,82.43564
1,0.6303642,0.4951534,0.4991609,0.8184536,0.5174013,0.8216519,1.676064
2,0.6575757,0.5199109,0.5416782,0.8328887,0.5762189,0.8171816,11.80603
3,0.6509874,0.7227212,0.7675086,0.7953851,0.4797755,0.4895464,14.2486
4,0.6895583,0.5988932,0.586234,0.8367116,0.5462247,0.8797279,8.507408
5,0.5369734,0.4212363,0.5645571,0.7508828,0.539104,0.4090867,16.16293
6,0.6865061,0.5694265,0.5740349,0.8964016,0.4927631,0.8999045,26.35334
7,0.6934187,0.7884225,0.8372825,0.8711361,0.4340827,0.5361699,7.651902
8,0.5643635,0.5392647,0.528537,0.8502594,0.4794329,0.4243238,10.28836
9,0.5458891,0.4395512,0.556795,0.7963522,0.4665482,0.4701992,4.65737
10,0.5430021,0.5082234,0.5313585,0.8142489,0.4097173,0.4514626,22.4109
11,0.5792034,0.4578655,0.613649,0.8532758,0.4877608,0.4834661,5.519071
12,0.6059417,0.5285527,0.6205605,0.9568233,0.4319445,0.4918271,6.241772
13,0.7718213,0.7077827,0.7003131,1.024632,0.4168876,1.009491,10.49014
14,0.5933186,0.494495,0.6263941,0.8958961,0.441993,0.5078151,6.05276
15,0.6021646,0.5488815,0.5738671,0.9499571,0.4324794,0.5056382,8.306924
16,0.6328362,0.5128093,0.6872867,0.955669,0.4877608,0.5206555,5.197236
17,0.8250146,0.6932147,0.6988253,1.130245,0.4681249,1.134663,9.577506
18,0.6452887,0.6516113,0.6386489,0.991969,0.4314897,0.5127245,3.509079
19,0.8651149,0.816673,0.7994103,1.102938,0.446911,1.159642,6.608535

