edge crossing weight,node overlap weight,edge crossing angle weight,angular resolution weight,edge length weight
0.6642516,0.6642516,0.6326206,0.6009895,0.6642516
0.6981879,0.6981879,0.6664522,0.5712447,0.6981879
0.7028385,0.6722803,0.6722803,0.5194893,0.7028385
0.7770616,0.7123065,0.7123065,0.5180411,0.7770616
0.6512321,0.6240975,0.6240975,0.4341548,0.6240975
0.8041353,0.77197,0.77197,0.4824813,0.77197
0.6790144,0.6518539,0.6518539,0.4074087,0.6518539
0.8024191,0.7406946,0.7715569,0.4320719,0.7715569
0.7517714,0.7228571,0.7517714,0.4048,0.6939428
0.7074406,0.6802313,0.7346498,0.3809296,0.6530221
0.5520477,0.5299659,0.5741296,0.3312287,0.507884
0.6637627,0.6372122,0.6903132,0.3982577,0.6106617
0.6899822,0.6623829,0.7451807,0.4139894,0.6071844
0.8661274,0.8328149,0.8661274,0.4663764,0.7661898
0.831906,0.8010947,0.831906,0.4005474,0.7394721
0.5676926,0.5458583,0.5676926,0.3056807,0.5021897
0.5337564,0.5124062,0.5337564,0.3202539,0.4697057
0.6921801,0.6644929,0.7198673,0.4153081,0.5814314
0.8115343,0.7803214,0.8115343,0.43698,0.6866829
0.7116046,0.6842352,0.7116046,0.3558023,0.602127

