step,OverallGrade,edgeCrossValue,nodeOverlapValue,edgeCrossAngleValue,angularResValue,edgeLengthValue,passedTime
0,0.5190551,0.3985993,0.3834387,0.6637756,0.7442321,0.40523,4.900205
1,0.6317202,0.6051871,0.5545353,0.741073,0.4487728,0.8090328,6.53916
2,0.6229867,0.6215721,0.5698937,0.6640633,0.4760035,0.783401,1.50393
3,0.5174642,0.4722024,0.4519098,0.6862069,0.7360335,0.2409682,0.5451602
4,0.6026344,0.5731636,0.5621708,0.728426,0.5665196,0.5828918,1.768277
5,0.5099718,0.4177603,0.4112646,0.6847053,0.74086,0.2952687,1.142591
6,0.5129629,0.4824498,0.4202325,0.6871588,0.6468879,0.3280854,2.290052
7,0.5132937,0.5219079,0.4994792,0.6175863,0.6624303,0.265065,0
8,0.5405574,0.5962827,0.5345321,0.6466977,0.5920812,0.3331932,2.698704
9,0.5061851,0.5716136,0.4548309,0.6179418,0.5806261,0.3059128,0.6439601
10,0.5270981,0.5789397,0.504279,0.6509928,0.5107009,0.3905778,2.033111
11,0.560773,0.4005564,0.4644502,0.7119157,0.4429716,0.783971,2.332025
12,0.5826926,0.43305,0.5923252,0.6570308,0.3796209,0.851436,1.04438
13,0.5530246,0.6318457,0.6747708,0.6037194,0.3932819,0.4615055,5.118817
14,0.5585903,0.6461715,0.6543503,0.6115825,0.4968137,0.3840334,3.096339
15,0.6070561,0.5564047,0.6018425,0.5577562,0.4063929,0.912884,0
16,0.7038198,0.8844391,0.725845,0.476914,0.2820518,1.149849,5.734915
17,0.523514,0.6513074,0.5252907,0.5424938,0.4766542,0.4218239,0.7682515
18,0.7006634,0.9171961,0.6589441,0.4981883,0.2558688,1.17312,2.697886
19,0.5412118,0.6552474,0.6497794,0.4971805,0.4588289,0.445023,2.410867

