option,overallGrade,edgeCrossGrade,nodeOverlapGrade,edgeCrossAngleGrade,angularResolutionGrade,edgeLengthGrade,passedTime
chosenOption,0.5672553,0.4970551,0.3955052,0.6855289,0.4771981,0.7809893,10.17669
chosenOption,0.5204473,0.4833061,0.4091485,0.7217641,0.6555431,0.332475,9.023505
chosenOption,0.5521572,0.3653924,0.3842297,0.7362732,0.6684241,0.6064665,3.970843
chosenOption,0.6006956,0.6107727,0.4604522,0.7093006,0.4600606,0.7628918,2.222726
chosenOption,0.4930334,0.3142421,0.3895515,0.7083084,0.5895606,0.4635042,2.902299
chosenOption,0.6307378,0.5698806,0.5257118,0.7726116,0.4876435,0.7978414,2.109461
chosenOption,0.634077,0.5977415,0.5453889,0.7177579,0.4645779,0.8449187,3.588036
chosenOption,0.6057921,0.6242303,0.469924,0.6935803,0.4119037,0.8293223,1.233547
chosenOption,0.6499239,0.6546734,0.5342418,0.6994838,0.4742629,0.8869575,2.732543
chosenOption,0.6292338,0.653044,0.457518,0.6969184,0.4226258,0.9160626,3.200131
chosenOption,0.6428002,0.6339595,0.5275307,0.6946121,0.3681224,0.9897758,1.835691
chosenOption,0.6480439,0.6566909,0.5412868,0.6390126,0.3497746,1.053455,4.181182
chosenOption,0.6579764,0.6969667,0.5237327,0.6249244,0.3770187,1.067239,2.909558
chosenOption,0.5342033,0.3619463,0.3424019,0.5965142,0.4637763,0.9063776,3.306379
chosenOption,0.6624636,0.6744145,0.5061033,0.583371,0.2967791,1.25165,3.143382
chosenOption,0.4773594,0.4543465,0.3859329,0.5935221,0.479008,0.4739869,2.254955
chosenOption,0.468307,0.5210959,0.360339,0.5812257,0.492571,0.3863034,3.853529
chosenOption,0.6510445,0.6612438,0.5277052,0.607824,0.3384158,1.120034,1.177465
chosenOption,0.5063471,0.5801487,0.447309,0.6028672,0.4667624,0.4346478,2.754482
chosenOption,0.6470134,0.6602041,0.5216731,0.6342876,0.3307919,1.088111,2.098997

