step,OverallGrade,edgeCrossValue,nodeOverlapValue,edgeCrossAngleValue,angularResValue,edgeLengthValue,passedTime
0,0.5672553,0.4970551,0.3955052,0.6855289,0.4771981,0.7809893,10.17669
1,0.5201961,0.4824497,0.4202325,0.7233253,0.6468878,0.3280852,9.023505
2,0.5447115,0.3588703,0.3924705,0.6948617,0.6701367,0.607218,3.970843
3,0.5881283,0.6063089,0.4616413,0.6913167,0.4454555,0.7359189,2.222726
4,0.4906667,0.3204449,0.4108641,0.6974127,0.5737273,0.4508842,2.902299
5,0.6097311,0.5749278,0.5268086,0.7040194,0.4723923,0.7705076,2.109461
6,0.6260607,0.6215723,0.5698935,0.6640631,0.4522033,0.8225714,3.588036
7,0.6025944,0.6701309,0.5102351,0.6221853,0.40091,0.8095106,1.233547
8,0.6593727,0.7206542,0.609989,0.6367176,0.461559,0.8679435,2.732543
9,0.6476125,0.7339531,0.5470487,0.6522236,0.4096735,0.8951635,3.200131
10,0.6752123,0.7262245,0.6654423,0.6669657,0.3542942,0.9631346,1.835691
11,0.7010041,0.7769658,0.7123671,0.6640633,0.3332024,1.018422,4.181182
12,0.7162286,0.8516827,0.720896,0.6367176,0.3529568,1.01889,2.909558
13,0.5653707,0.4497055,0.4976357,0.5987949,0.4259335,0.8547841,3.306379
14,0.7108947,0.8516823,0.7258449,0.5450446,0.2820518,1.14985,3.143382
15,0.5182601,0.5936595,0.5844287,0.5405568,0.4445159,0.4281397,2.254955
16,0.4988918,0.671024,0.5141566,0.4806214,0.4717587,0.3568981,3.853529
17,0.6933088,0.8391229,0.7123671,0.5242605,0.3332024,1.057591,1.177465
18,0.5504013,0.7589049,0.6317197,0.502987,0.4527679,0.4056267,2.754482
19,0.6915537,0.847262,0.7208958,0.5187511,0.3306746,1.040185,2.098997

