userID,stepNumber,algorithm,task,edgeCrossingWeight,nodeOverlappingWeight,edgeCrossingAngleWeight,angularResolutionWeight,edgeLengthWeight,cameraOffset
4,1,ConeBurst, Task1,1.001775,0.9736241,0.9978417,0.9627109,1.064049,4
4,2,ConeBurst, Task1,1.018174,0.9790027,1.006617,0.9974444,0.9987622,4
4,3,ConeBurst, Task1,0.9569942,0.9475529,1.026014,1.032787,1.036652,4
4,4,ConeBurst, Task1,0.980643,0.9481274,1.015623,0.9762174,1.079389,4
4,5,ConeBurst, Task1,0.9416601,0.9480222,1.042558,1.032285,1.035475,4
4,6,ConeBurst, Task1,0.9616604,0.9570014,1.026815,0.975997,1.078526,4
4,7,ConeBurst, Task1,0.9780803,0.9670448,1.003274,0.9246796,1.126921,4
4,8,ConeBurst, Task1,0.9992874,0.9634043,0.98872,0.8733953,1.175193,4
4,9,ConeBurst, Task1,1.023227,0.9617894,0.9616741,0.8252929,1.228016,4
4,10,ConeBurst, Task1,1.047543,0.9513024,0.9373058,0.7792725,1.284576,4
4,11,ConeBurst, Task1,1.056499,0.9498032,0.9141627,0.7348152,1.344719,4
4,12,ConeBurst, Task1,1.063843,0.9444532,0.8833304,0.6943119,1.414061,4
4,13,ConeBurst, Task1,1.08655,0.9288774,0.8467625,0.6533079,1.484502,4
4,14,ConeBurst, Task1,1.02942,0.9064391,0.8562543,0.6839396,1.523947,4
4,15,ConeBurst, Task1,1.033198,0.891485,0.8234869,0.6465567,1.605273,4
4,16,ConeBurst, Task1,1.048367,0.9110855,0.8465248,0.6786756,1.515348,4
4,17,ConeBurst, Task1,1.063824,0.9259714,0.8695447,0.7109524,1.429707,4
4,18,ConeBurst, Task1,1.070237,0.9205058,0.8390017,0.6700906,1.500165,4
4,19,ConeBurst, Task1,1.090909,0.9407393,0.8559042,0.7002481,1.4122,4
4,20,ConeBurst, Task1,1.102445,0.9288827,0.8282261,0.6588667,1.48158,4

