edge crossing weight,node overlap weight,edge crossing angle weight,angular resolution weight,edge length weight
0.5672553,0.5672553,0.5672553,0.5388926,0.5956181
0.5204474,0.5204474,0.494425,0.5204474,0.5204473
0.5245493,0.5245493,0.5521572,0.5521572,0.5521571
0.6006956,0.6006956,0.6006956,0.5706608,0.6307304
0.4683817,0.4683817,0.4683817,0.4930333,0.4930333
0.6307378,0.6307378,0.5992009,0.5992009,0.6622747
0.6657808,0.6657808,0.5706692,0.5706692,0.6974846
0.6663713,0.6663713,0.5452129,0.5149233,0.6966609
0.7474124,0.7474124,0.5849315,0.5199391,0.7799086
0.7550803,0.7550803,0.5663103,0.4719253,0.786542
0.8034999,0.8034999,0.6106601,0.44996,0.83564
0.842457,0.842457,0.5832396,0.4212285,0.8748592
0.8882678,0.8882678,0.5592799,0.3947857,0.9211666
0.694464,0.694464,0.4273626,0.347232,0.7478843
0.8943256,0.8943256,0.4968476,0.3974781,0.9605719
0.6444349,0.620567,0.3341515,0.3102835,0.6683028
0.6322142,0.5853836,0.3512302,0.3278148,0.6322142
0.9114621,0.8463577,0.4557311,0.4231789,0.9114621
0.7088856,0.6582509,0.3544429,0.3544429,0.6835683
0.9381694,0.873468,0.4529094,0.4205588,0.9058187

