option,overallGrade,edgeCrossGrade,nodeOverlapGrade,edgeCrossAngleGrade,angularResolutionGrade,edgeLengthGrade,passedTime
alt1,0.5294783,0.6085927,0.5947929,0.7569023,0.5014509,0.1856529,1.499574
alt1,0.4663006,0.4609389,0.4873144,0.7098153,0.4929295,0.1805048,1.516076
alt1,0.4969696,0.5390453,0.5565695,0.7219399,0.4962078,0.1710857,1.68729
alt1,0.498449,0.5449854,0.5905414,0.7121941,0.4795629,0.1649611,3.083677
alt1,0.5214357,0.4209386,0.485615,0.6796165,0.4581385,0.5628698,1.970891
alt1,0.5022429,0.5175522,0.6841411,0.6576681,0.4487247,0.2031284,1.600979
alt1,0.5225683,0.5519198,0.7327886,0.6854805,0.4348864,0.2077666,1.920974
alt1,0.5253452,0.5494071,0.7698297,0.5987808,0.4274852,0.2812232,1.061009
alt1,0.4722462,0.3616585,0.5422564,0.5923096,0.4362178,0.4287885,1.618257
alt1,0.6488516,0.7174718,1.245643,0.6761237,0.4014148,0.2036049,1.499334
alt1,0.4691552,0.4537787,0.5589886,0.5402848,0.3873045,0.4054197,0.8097382
alt1,0.4533409,0.3901903,0.5778865,0.5202016,0.3851832,0.3932431,0.6060476
alt1,0.4801483,0.4178637,0.6821833,0.5591679,0.3442073,0.397319,1.448519
alt1,0.4291038,0.3839987,0.6337739,0.534225,0.3526482,0.2408732,0.9427006
alt1,0.6911491,0.6927813,1.758159,0.4805304,0.3253737,0.198901,0.4719873
alt1,0.4420496,0.3485117,0.7609363,0.4689789,0.3217666,0.3100546,0.4387103
alt1,0.5491115,0.542142,1.286601,0.4729654,0.2945364,0.1493133,1.601604
alt1,0.576694,0.5301281,1.370806,0.4510194,0.295121,0.2363958,1.280675

