edge crossing weight,node overlap weight,edge crossing angle weight,angular resolution weight,edge length weight
0.5515546,0.5515546,0.5515546,0.5791323,0.5239768
0.6052362,0.5764155,0.6052362,0.6052362,0.5187739
0.6806824,0.6806824,0.6806824,0.6482689,0.6158555
0.6541398,0.6541398,0.6541398,0.5946726,0.564939
0.6446198,0.6165929,0.588566,0.560539,0.5044851
0.7900143,0.7570971,0.7241799,0.6254281,0.6254281
0.7079749,0.678476,0.648977,0.5604802,0.5899792
0.6835493,0.6550682,0.6265869,0.5411433,0.5981057
0.8505112,0.8164908,0.7824703,0.6123681,0.7484499
0.78946,0.78946,0.6947249,0.5368329,0.7263033
0.8779211,0.8779211,0.7090902,0.5402592,0.8103887
0.7595566,0.7314249,0.618898,0.4501077,0.6470298
0.7615595,0.7333536,0.62053,0.4512945,0.6769418
0.7690724,0.7141387,0.6317381,0.4120031,0.6317381
0.7850152,0.7289427,0.6167977,0.4205439,0.6728702
0.9804943,0.912874,0.7100133,0.4733421,0.8452538
0.7511517,0.6993482,0.5698394,0.3885268,0.6216429
0.8259605,0.7433645,0.6332365,0.4129803,0.6332365
0.8667951,0.7801156,0.664543,0.4333976,0.664543
0.7087119,0.614217,0.5197222,0.3779798,0.5197222

