option,overallGrade,edgeCrossGrade,nodeOverlapGrade,edgeCrossAngleGrade,angularResolutionGrade,edgeLengthGrade,passedTime
chosenOption,0.5515546,0.6339017,0.3965012,0.7433964,0.6926399,0.2913336,11.51247
chosenOption,0.5764155,0.724307,0.4611008,0.7502801,0.6232054,0.3231842,9.442876
chosenOption,0.648269,0.7250137,0.5718303,0.7317357,0.5506704,0.6620948,0.6674884
chosenOption,0.5946726,0.7857011,0.5343723,0.7133174,0.571381,0.3685913,7.26379
chosenOption,0.560539,0.8082962,0.5652416,0.6582378,0.5138491,0.2570705,6.531103
chosenOption,0.6583453,0.8994504,0.7043211,0.7168347,0.4688709,0.50225,4.931266
chosenOption,0.5899792,0.7213864,0.4510291,0.6819873,0.5119777,0.5835155,2.607495
chosenOption,0.5696246,0.6954275,0.4005198,0.6536437,0.5303177,0.5682139,2.123681
chosenOption,0.6804091,0.8794841,0.703119,0.6929526,0.4469151,0.6795747,5.320187
chosenOption,0.6315682,0.8086688,0.5775355,0.6324107,0.4290828,0.710143,1.789811
chosenOption,0.675324,0.8853047,0.6980187,0.6153978,0.46132,0.7165791,1.211559
chosenOption,0.5626346,0.8386157,0.5583239,0.6086242,0.4401383,0.3674711,2.620052
chosenOption,0.5641183,0.7228381,0.431594,0.5817435,0.4390187,0.6453971,1.837703
chosenOption,0.5493376,0.863763,0.5486095,0.5994163,0.3919909,0.3429081,3.112915
chosenOption,0.5607252,0.6914852,0.404844,0.5540849,0.4934979,0.6597142,3.165587
chosenOption,0.6762031,0.9108056,0.7163136,0.5781353,0.4326088,0.7431523,3.91742
chosenOption,0.5180358,0.7610513,0.465676,0.5857058,0.4877557,0.2899903,7.322495
chosenOption,0.5506405,0.8895261,0.565667,0.5819563,0.3835351,0.3325177,2.46001
chosenOption,0.5778636,0.8718537,0.556591,0.5813422,0.3917823,0.4877487,4.18899
chosenOption,0.4724748,0.72844,0.4039924,0.5359534,0.4627447,0.2312434,4.979841

