step,OverallGrade,edgeCrossValue,nodeOverlapValue,edgeCrossAngleValue,angularResValue,edgeLengthValue,passedTime
0,0.5515546,0.6339017,0.3965012,0.7433964,0.6926399,0.2913336,11.51247
1,0.5751473,0.7173977,0.4649633,0.7392082,0.6283272,0.3258401,9.442876
2,0.6555634,0.7273425,0.5613366,0.7540268,0.55898,0.6761309,0.6674884
3,0.6078478,0.7936375,0.5329739,0.7584561,0.5790722,0.3750992,7.26379
4,0.5879715,0.8171151,0.5664884,0.7421059,0.5373852,0.2767628,6.531103
5,0.6851568,0.9155959,0.677589,0.7934684,0.4941098,0.5450211,4.931266
6,0.6400072,0.7471178,0.4383601,0.8036461,0.5457163,0.6651958,2.607495
7,0.6215754,0.7204929,0.4042619,0.7751536,0.5681732,0.6397952,2.123681
8,0.743776,0.939007,0.7342499,0.8195933,0.4736178,0.7524121,5.320187
9,0.7116513,0.8812039,0.6091135,0.8075628,0.4616286,0.7987476,1.789811
10,0.7577382,0.9613339,0.753641,0.7788563,0.4964978,0.7983618,1.211559
11,0.6407101,0.932617,0.6044524,0.7761684,0.4787252,0.4115874,2.620052
12,0.6513851,0.8105545,0.4569915,0.7751536,0.4784615,0.7357643,1.837703
13,0.6394099,0.985525,0.5999969,0.8000003,0.42644,0.3850874,3.112915
14,0.6518353,0.7953637,0.4309495,0.7712448,0.5069488,0.7546693,3.165587
15,0.7820992,1.076694,0.7837867,0.7788562,0.4380862,0.8330728,3.91742
16,0.6103549,0.9191571,0.5105159,0.7988459,0.4970532,0.3262024,7.322495
17,0.6532952,1.058527,0.6230738,0.8000003,0.3997875,0.3850873,2.46001
18,0.6922445,1.039061,0.6003,0.8351768,0.4134511,0.5732338,4.18899
19,0.5663337,0.8208021,0.432407,0.7845371,0.5123754,0.2815467,4.979841

