stepNumber,algorithm,task,edgeCrossingWeight,nodeOverlappingWeight,edgeCrossingAngleWeight,angularResolutionWeight,edgeLengthWeight,cameraOffset
1,ConeBurst, Task2,0.998691,0.9911854,0.9866943,0.9281622,1.095267,13
2,ConeBurst, Task2,1.004014,0.9906353,0.9767072,0.8705587,1.158085,13

