step,OverallGrade,edgeCrossValue,nodeOverlapValue,edgeCrossAngleValue,angularResValue,edgeLengthValue,passedTime
0,0.6115941,0.6837766,0.5080482,0.728965,0.6693642,0.4678165,14.04424
1,0.4604413,0.3696733,0.2175649,0.7409756,0.7395314,0.2344614,1.754149
2,0.6696405,0.78441,0.6296704,0.7797731,0.4156114,0.7387375,5.23013
3,0.4609042,0.3548713,0.2949836,0.7973185,0.6211624,0.2361854,3.206578
4,0.6173981,0.647716,0.5967196,0.7811006,0.5700378,0.4914168,2.726538
5,0.6730741,0.8205321,0.6096576,0.8383099,0.5354913,0.5613799,1.001147
6,0.5001497,0.3912262,0.3382754,0.8423065,0.5992554,0.3296852,1.101285
7,0.6673431,0.7851017,0.6153171,0.7977474,0.548468,0.5900813,0.8570088
8,0.4958751,0.4320336,0.3719973,0.781881,0.5187807,0.3746831,0.4878412
9,0.656553,0.7773567,0.6486072,0.8109243,0.3994399,0.6464368,1.371324
10,0.4876001,0.4381732,0.4213244,0.8228137,0.4257584,0.3299311,2.38899
11,0.7971357,1.033995,0.7783293,0.9082239,0.272044,0.993086,1.887374
12,0.6941022,0.8349382,0.7930388,0.8505987,0.399177,0.5927581,0.8954104
13,0.7572308,1.025664,0.8128767,0.9112062,0.3346821,0.7017249,1.876599
14,0.7563848,1.059853,0.8323926,0.8986322,0.3339832,0.6570631,0.6225759
15,0.4956904,0.5007692,0.4939665,0.8228137,0.2838388,0.3770639,4.782835
16,0.5239553,0.5007693,0.4600546,0.8774027,0.3595532,0.4219967,0.920526
17,0.7958417,1.12823,0.8636815,0.9476546,0.2677456,0.7718967,2.141786
18,0.7923501,1.16242,0.8828405,0.9360752,0.2597647,0.7206502,4.095502
19,0.4966459,0.5987666,0.4522677,0.8698226,0.1998122,0.3625605,0.7891138

