option,overallGrade,edgeCrossGrade,nodeOverlapGrade,edgeCrossAngleGrade,angularResolutionGrade,edgeLengthGrade,passedTime
alt1,0.6115941,0.6837766,0.5080482,0.728965,0.6693642,0.4678165,14.04424
alt1,0.4461858,0.3606367,0.2086004,0.6964593,0.7328801,0.2323526,1.754149
alt1,0.6301904,0.7475278,0.5821944,0.6852884,0.408744,0.7271971,5.23013
alt1,0.4325116,0.3583184,0.2796458,0.7039703,0.592962,0.2276617,3.206578
alt1,0.5677069,0.6383123,0.5448917,0.6417491,0.5407647,0.4728169,2.726538
alt1,0.6030211,0.79943,0.5330633,0.6413472,0.5033608,0.5379044,1.001147
alt1,0.4270999,0.3745049,0.2830859,0.6006154,0.5608645,0.316429,1.101285
alt1,0.5828544,0.7938195,0.5094097,0.5666485,0.4919095,0.5524855,0.8570088
alt1,0.4144845,0.4300416,0.2983986,0.5315752,0.4610172,0.3513899,0.4878412
alt1,0.550693,0.7657655,0.4976967,0.5267537,0.3529974,0.6102516,1.371324
alt1,0.3821806,0.4280023,0.3115357,0.4862497,0.3725995,0.3125157,2.38899
alt1,0.6452193,1.003506,0.5476003,0.4899772,0.2364962,0.9485163,1.887374
alt1,0.5472573,0.8433463,0.5659282,0.4530964,0.3254457,0.54847,0.8954104
alt1,0.5891783,1.033545,0.5532783,0.4345419,0.2686581,0.6558677,1.876599
alt1,0.5800622,1.049773,0.5415085,0.4154801,0.268224,0.6253257,0.6225759
alt1,0.3482935,0.4903006,0.3053656,0.3508278,0.2306873,0.3642859,4.782835
alt1,0.3584337,0.5113762,0.2825197,0.3464476,0.2530851,0.3987399,0.920526
alt1,0.5839073,1.151282,0.5088373,0.3326622,0.1905349,0.7362196,2.141786
alt1,0.5716887,1.168175,0.488128,0.3143622,0.1878604,0.6999184,4.095502
alt1,0.3242161,0.5900598,0.2410083,0.2816569,0.1501778,0.3581776,0.7891138

