option,overallGrade,edgeCrossGrade,nodeOverlapGrade,edgeCrossAngleGrade,angularResolutionGrade,edgeLengthGrade,passedTime
alt2,0.446898,0.3129809,0.2905686,0.685678,0.7095973,0.2356651,5.453287
alt2,0.5657957,0.5898313,0.4664117,0.6959268,0.5785463,0.4982621,6.992633
alt2,0.4549404,0.3280914,0.2752378,0.6785578,0.7072244,0.2855907,2.280337
alt2,0.5618305,0.7126839,0.5260746,0.656398,0.5225427,0.3914532,8.939715
alt2,0.4161084,0.3877628,0.2713911,0.6550894,0.5370623,0.2292363,3.060067
alt2,0.4157291,0.3659182,0.3048756,0.603263,0.5336161,0.2709723,0.4206234
alt2,0.6373335,0.853277,0.5427877,0.6217136,0.3472032,0.8216859,3.998488
alt2,0.4064368,0.4077407,0.2886136,0.6202813,0.4642562,0.2512924,0.9193524
alt2,0.5705885,0.8127414,0.6027396,0.5558627,0.3224193,0.5591794,2.210537
alt2,0.384149,0.4550186,0.2776316,0.5414703,0.3825907,0.2640337,0.4434085
alt2,0.5736618,0.8589035,0.5074752,0.4919339,0.3839905,0.6260058,5.831072
alt2,0.3752871,0.4539919,0.2830067,0.5120773,0.3299972,0.2973625,0.4371501
alt2,0.3837104,0.4583923,0.299336,0.4486794,0.3582832,0.353861,0.9267398
alt2,0.3576984,0.5171722,0.2814469,0.4320903,0.2673243,0.290458,1.979873
alt2,0.3752421,0.5102172,0.2957788,0.377218,0.2678374,0.4251589,0.5089915
alt2,0.6590774,1.140716,0.5890537,0.3504391,0.1253025,1.089876,4.987951
alt2,0.5631533,1.026216,0.5810683,0.3509088,0.1641744,0.6933986,2.311985
alt2,0.3385317,0.5431828,0.2685835,0.3465288,0.1964603,0.3379031,5.328229
alt2,0.3566523,0.5677637,0.2666217,0.2854121,0.1875896,0.4758745,0.5001168
alt2,0.5699536,1.204265,0.460596,0.2893984,0.1161861,0.7793226,1.860142

