option,overallGrade,edgeCrossGrade,nodeOverlapGrade,edgeCrossAngleGrade,angularResolutionGrade,edgeLengthGrade,passedTime
chosenOption,0.6368802,0.7435307,0.5450125,0.7410246,0.4662587,0.6885743,21.61781
chosenOption,0.629648,0.7304522,0.5223819,0.717074,0.4656681,0.7126635,2.692355
chosenOption,0.6061822,0.7167886,0.542772,0.6700354,0.5704767,0.5308382,14.33513
chosenOption,0.6458123,0.8087676,0.6053693,0.7126614,0.3992095,0.7030539,8.699174
chosenOption,0.6574267,0.8785138,0.5969142,0.6944171,0.360819,0.7564691,5.37298
chosenOption,0.6470916,0.8692908,0.5718477,0.6519573,0.3506258,0.791736,1.355176
chosenOption,0.602017,0.8181893,0.5582486,0.593072,0.4524167,0.5881584,1.974025
chosenOption,0.6386037,0.9012725,0.6160728,0.5790574,0.3106276,0.7859889,1.637989
chosenOption,0.6368207,0.9422569,0.6069797,0.5355015,0.2397615,0.8596039,2.200013
chosenOption,0.6556398,0.9683723,0.6236323,0.5742442,0.2669131,0.8450369,1.873013
chosenOption,0.6569128,1.01678,0.5843399,0.5254988,0.2448258,0.913119,11.94714
chosenOption,0.5667445,0.8838648,0.5873953,0.4794448,0.2478206,0.635197,3.407145
chosenOption,0.6477619,1.044407,0.633168,0.4531298,0.2070716,0.901033,1.231639
chosenOption,0.6525057,1.100648,0.6104109,0.4082853,0.1546983,0.9884862,1.466631
chosenOption,0.6852099,1.165559,0.6231297,0.3833307,0.2087539,1.045276,1.389975
chosenOption,0.5607445,0.983922,0.4974244,0.3549289,0.2377399,0.7297075,7.85354
chosenOption,0.6676519,1.214847,0.5689768,0.3657474,0.1476872,1.041001,3.609166
chosenOption,0.6541095,1.200655,0.5196924,0.3315733,0.1407955,1.077831,3.772957
chosenOption,0.6697564,1.244018,0.4778981,0.2843035,0.1056911,1.236871,4.299692
chosenOption,0.6948816,1.309271,0.541367,0.2684695,0.1302428,1.225057,2.027593

