step,OverallGrade,edgeCrossValue,nodeOverlapValue,edgeCrossAngleValue,angularResValue,edgeLengthValue,passedTime
0,0.6368802,0.7435307,0.5450125,0.7410246,0.4662587,0.6885743,21.61781
1,0.649104,0.7487553,0.544831,0.7629079,0.4698943,0.7191315,2.692355
2,0.6441857,0.7521542,0.5870333,0.762417,0.5800614,0.5392625,14.33513
3,0.6788586,0.8009871,0.6385722,0.807162,0.4181953,0.7293764,8.699174
4,0.7113861,0.8914562,0.6536903,0.8452051,0.3803512,0.7862275,5.37298
5,0.7195453,0.8922369,0.6540149,0.8521783,0.373007,0.8262894,1.355176
6,0.6899428,0.8547208,0.6670829,0.8317276,0.4833844,0.6127983,1.974025
7,0.7273128,0.8913746,0.7441556,0.8152171,0.3463428,0.8394741,1.637989
8,0.735471,0.9466215,0.7566886,0.7876561,0.2698026,0.9165859,2.200013
9,0.7753935,0.9830304,0.8127287,0.8840347,0.3020298,0.8951438,1.873013
10,0.7928397,1.040942,0.7902679,0.8892296,0.2797551,0.964004,11.94714
11,0.7168851,0.9107184,0.8348917,0.888701,0.2850706,0.6650442,3.407145
12,0.7999384,1.033994,0.8872623,0.8506614,0.2539847,0.9737899,1.231639
13,0.8191072,1.092256,0.896816,0.8561478,0.1927162,1.0576,1.466631
14,0.8643934,1.176751,0.9578586,0.829097,0.2599331,1.098327,1.389975
15,0.7379654,1.00493,0.8046452,0.8324322,0.2925164,0.7553033,7.85354
16,0.870797,1.189649,0.9265209,0.9262809,0.2098164,1.101718,3.609166
17,0.8662375,1.176615,0.8821066,0.9445527,0.1978502,1.130063,3.772957
18,0.8736899,1.237889,0.8643384,0.8465695,0.1461448,1.273508,4.299692
19,0.9173865,1.32859,1.01591,0.8290969,0.1732886,1.240047,2.027593

