step,OverallGrade,edgeCrossValue,nodeOverlapValue,edgeCrossAngleValue,angularResValue,edgeLengthValue,passedTime
0,0.446898,0.3129809,0.2905686,0.685678,0.7095973,0.2356651,5.453287
1,0.5836114,0.6046109,0.4864555,0.7404091,0.5837969,0.5027843,6.992633
2,0.4846611,0.3442791,0.2976826,0.7721144,0.7191066,0.290123,2.280337
3,0.5915395,0.7058278,0.5549284,0.743438,0.547394,0.4061093,8.939715
4,0.4584814,0.3934754,0.2972047,0.7973376,0.566135,0.2382541,3.060067
5,0.472653,0.3755771,0.3486823,0.7885297,0.5676779,0.2827982,0.4206234
6,0.7277911,0.8913751,0.6486078,0.8718947,0.3709691,0.856109,3.998488
7,0.4822322,0.4032629,0.348617,0.8732535,0.5176352,0.2683924,0.9193524
8,0.6689155,0.8165061,0.7514026,0.817605,0.3628171,0.5962467,2.210537
9,0.4739834,0.4619062,0.3618144,0.8335801,0.4329267,0.2796897,0.4434085
10,0.6995454,0.8793142,0.6863152,0.8324323,0.4387745,0.660891,5.831072
11,0.5020317,0.4677851,0.4022503,0.9491886,0.3795992,0.3113352,0.4371501
12,0.5074958,0.4538222,0.4194614,0.8423067,0.439454,0.3824347,0.9267398
13,0.4953166,0.5132289,0.4135019,0.9060654,0.3330206,0.3107664,1.979873
14,0.5131789,0.5151165,0.4546634,0.8158759,0.3335018,0.4467372,0.5089915
15,0.8444237,1.165072,0.9528669,0.821902,0.1541728,1.128105,4.987951
16,0.7613845,1.00493,0.9462106,0.888701,0.2332395,0.7338415,2.311985
17,0.5211394,0.5323069,0.4558837,0.9871563,0.2760721,0.3542778,5.328229
18,0.5292832,0.5649664,0.4822187,0.8498706,0.2593903,0.4899701,0.5001168
19,0.7847097,1.222035,0.8643383,0.8937302,0.1545861,0.7888588,1.860142

