edge crossing weight,node overlap weight,edge crossing angle weight,angular resolution weight,edge length weight
0.6687241,0.6687241,0.6687241,0.6050361,0.6687241
0.6926126,0.6926126,0.6926126,0.5666831,0.6926126
0.6668004,0.6668004,0.6364913,0.545564,0.6668004
0.7426841,0.7426841,0.7103935,0.5489405,0.7426841
0.7889119,0.7889119,0.7560406,0.5259413,0.7889119
0.8088642,0.8088642,0.7765097,0.4853186,0.8088642
0.7525212,0.782622,0.6923195,0.4515128,0.7525212
0.8301848,0.8621149,0.7343943,0.4470226,0.8301848
0.8597077,0.8915487,0.7323437,0.4139334,0.8597077
0.9178954,0.9506774,0.7867676,0.3933838,0.9178954
0.9525231,0.9853687,0.8211407,0.3613019,0.9525231
0.8217793,0.8784537,0.6800933,0.3117094,0.8217793
0.9716425,1.036419,0.8097022,0.3238809,0.9716425
1.011384,1.076634,0.7830068,0.2936275,1.011384
1.096335,1.164856,0.8222517,0.2740839,1.096335
0.8971909,0.9532653,0.7009305,0.252335,0.8971909
1.101625,1.135008,0.8679472,0.2670606,1.101625
1.111986,1.144691,0.8176366,0.2289382,1.111986
1.172073,1.172073,0.8037074,0.2009268,1.172073
1.250786,1.250786,0.7991136,0.2084643,1.250786

