option,overallGrade,edgeCrossGrade,nodeOverlapGrade,edgeCrossAngleGrade,angularResolutionGrade,edgeLengthGrade,passedTime
alt1,0.5074829,0.2783652,0.3814301,0.6864021,0.5453585,0.6458583,75.2969
alt1,0.4824986,0.4324998,0.3974842,0.7081671,0.5190442,0.3552977,77.18331
alt1,0.4728198,0.3693462,0.3605423,0.7010081,0.5172315,0.4159708,78.2446
alt1,0.5016205,0.2825919,0.3701671,0.7167589,0.5454148,0.59317,80.68784
alt1,0.4913002,0.3719854,0.316968,0.6941082,0.5284076,0.5450318,80.64218
alt1,0.5889564,0.342299,0.6111547,0.7382003,0.5455786,0.7075494,83.97826
alt1,0.5128669,0.313533,0.3853358,0.7115665,0.5638098,0.5900896,94.19657
alt1,0.505042,0.4766228,0.4871148,0.7117447,0.5645249,0.2852031,93.48109
alt1,0.6130103,0.4080272,0.6353012,0.7283148,0.5745158,0.7188929,102.8936
alt1,0.6135778,0.5161667,0.6630751,0.7503986,0.5046425,0.6336059,107.262
alt1,0.5817353,0.5993195,0.6137598,0.758136,0.4967443,0.4407169,108.7447
alt1,0.4533391,0.3463345,0.310562,0.6873308,0.5595247,0.3629433,106.4725
alt1,0.5145658,0.5165407,0.5218947,0.6958372,0.5304306,0.308126,114.608

