step,OverallGrade,edgeCrossValue,nodeOverlapValue,edgeCrossAngleValue,angularResValue,edgeLengthValue,passedTime
0,0.5106478,0.3407899,0.4678214,0.6981451,0.6080546,0.4384279,116.4395
1,0.5357268,0.3409268,0.4322958,0.7498352,0.6415569,0.5140193,1.991154
2,0.5848334,0.46699,0.6152267,0.81229,0.5503604,0.4793002,10.4973
3,0.66318,0.7757086,0.6757556,0.7656639,0.4893073,0.6094645,5.008373
4,0.5171807,0.3919085,0.5146038,0.76796,0.5168464,0.3945851,3.731805
5,0.4859659,0.3015918,0.3634582,0.799582,0.5156593,0.4495382,2.232243
6,0.5568941,0.4887935,0.518755,0.7335079,0.5683804,0.4750335,4.575921
7,0.474804,0.3663682,0.3556235,0.7827108,0.4988856,0.370432,5.544154
8,0.6433579,0.6687902,0.7238238,0.7635343,0.4519141,0.6087273,11.47281
9,0.4750566,0.3956778,0.3704411,0.7827106,0.4365248,0.3899285,11.77024
10,0.6883166,0.7720408,0.7817166,0.8369216,0.3805636,0.6703407,12.81599
11,0.6320657,0.6687424,0.7111382,0.8492753,0.3902566,0.5409157,14.27219
12,0.4903137,0.3802679,0.410866,0.7995818,0.3639948,0.4968579,2.56571
13,0.6070929,0.6895496,0.6625345,0.8291564,0.3362004,0.5180233,2.069813
14,0.6389439,0.7686771,0.7598098,0.8135543,0.3101029,0.5425751,3.976266
15,0.6088751,0.7355189,0.7116116,0.7570558,0.275073,0.5651163,5.308135
16,0.6659795,0.78816,0.8533666,0.7720683,0.2401579,0.6761446,4.428285
17,0.7804739,1.221298,1.016857,0.6587896,0.150362,0.8550627,7.545841
18,0.6240352,0.8745713,0.8167706,0.616407,0.200154,0.6122734,4.536751
19,0.5622985,0.5129153,0.6024871,0.6903309,0.2553019,0.7504572,6.358967

