edge crossing weight,node overlap weight,edge crossing angle weight,angular resolution weight,edge length weight
0.5923662,0.5641583,0.5923662,0.5359504,0.5359504
0.633323,0.6045356,0.633323,0.5181734,0.5181734
0.7143846,0.6833243,0.6833243,0.5280234,0.5901438
0.5973724,0.5713997,0.5713997,0.4415362,0.4675089
0.7204031,0.7204031,0.6890813,0.5324719,0.5951157
0.748468,0.748468,0.6549096,0.4989787,0.6237234
0.7169206,0.6882438,0.6308902,0.4588292,0.5448598
0.8193068,0.787795,0.6617479,0.4726771,0.6302361
0.8665363,0.8023485,0.7060667,0.4493152,0.6418789
0.7630549,0.7065324,0.6500098,0.3956582,0.565226
0.8437317,0.753332,0.6629322,0.3917326,0.6026657
0.9241193,0.8285208,0.7010562,0.3823943,0.66919
1.005056,0.9045503,0.770543,0.3685205,0.7370411
1.01306,0.9150222,0.7189462,0.3267936,0.7516255
1.025931,0.9297499,0.6732674,0.2885431,0.7694483
1.06872,0.9715638,0.6477094,0.2590837,0.8096367
1.156253,1.054231,0.6461416,0.2380521,0.8841937
0.9045281,0.8247169,0.478868,0.2128302,0.6916981
1.088371,0.9639857,0.5908301,0.2176742,0.8396006
0.9602821,0.8505357,0.5487328,0.1920564,0.7133526

