userID,stepNumber,algorithm,task,edgeCrossingWeight,nodeOverlappingWeight,edgeCrossingAngleWeight,angularResolutionWeight,edgeLengthWeight,cameraOffset
11,1,ForceDirectedAlgorithm, Task1,1.065351,1.011448,0.9698179,0.9638886,0.9894944,3
11,2,ForceDirectedAlgorithm, Task1,1.131975,0.9895861,0.9385617,0.9275101,1.012367,3
11,3,ForceDirectedAlgorithm, Task1,1.208917,0.9752493,0.9223963,0.897512,0.9959258,3
11,4,ForceDirectedAlgorithm, Task1,1.166095,0.9528694,0.9262437,0.9023876,1.052404,3
11,5,ForceDirectedAlgorithm, Task1,1.242112,0.9569626,0.8949902,0.8718046,1.03413,3
11,6,ForceDirectedAlgorithm, Task1,1.309773,0.9286285,0.8639728,0.8330371,1.064588,3
11,7,ForceDirectedAlgorithm, Task1,1.376714,0.8895751,0.8383383,0.7962233,1.099149,3
11,8,ForceDirectedAlgorithm, Task1,1.402554,0.8684748,0.7995309,0.7639765,1.165464,3
11,9,ForceDirectedAlgorithm, Task1,1.446546,0.8846555,0.7950194,0.7629272,1.110851,3
11,10,ForceDirectedAlgorithm, Task1,1.492689,0.8924353,0.7953002,0.7614576,1.058117,3
11,11,ForceDirectedAlgorithm, Task1,1.584312,0.8751182,0.7680017,0.730653,1.041915,3
11,12,ForceDirectedAlgorithm, Task1,1.680166,0.8594524,0.738147,0.7006845,1.02155,3
11,13,ForceDirectedAlgorithm, Task1,1.756348,0.8498203,0.7239908,0.6835892,0.9862518,3
11,14,ForceDirectedAlgorithm, Task1,1.770183,0.8244266,0.7105452,0.6430767,1.051769,3
11,15,ForceDirectedAlgorithm, Task1,1.776277,0.7856055,0.6979532,0.622491,1.117673,3
11,16,ForceDirectedAlgorithm, Task1,1.825318,0.7598056,0.6537917,0.5828899,1.178195,3
11,17,ForceDirectedAlgorithm, Task1,1.915422,0.7436786,0.63154,0.5570381,1.152321,3
11,18,ForceDirectedAlgorithm, Task1,2.008283,0.725739,0.6055981,0.5340192,1.12636,3
11,19,ForceDirectedAlgorithm, Task1,2.083478,0.7152572,0.5914024,0.5203263,1.089536,3
11,20,ForceDirectedAlgorithm, Task1,2.185303,0.6918044,0.5653636,0.4927413,1.064787,3

