option,overallGrade,edgeCrossGrade,nodeOverlapGrade,edgeCrossAngleGrade,angularResolutionGrade,edgeLengthGrade,passedTime
chosenOption,0.6108397,0.6780759,0.6243376,0.7430395,0.5167947,0.4919507,21.90441
chosenOption,0.6063796,0.6731448,0.5590606,0.7154432,0.5101017,0.5741476,3.721072
chosenOption,0.6169078,0.7675648,0.5881929,0.7201183,0.4915,0.5171627,3.708518
chosenOption,0.5102072,0.3533491,0.3685687,0.6835033,0.4578249,0.6877902,5.957946
chosenOption,0.6115858,0.7907009,0.5949122,0.6882356,0.4663492,0.517731,4.436622
chosenOption,0.6070872,0.7848323,0.5289445,0.6602421,0.4613697,0.6000473,3.620428
chosenOption,0.6081001,0.827584,0.4959855,0.6296863,0.4197548,0.6674898,2.043006
chosenOption,0.614559,0.8108006,0.5114453,0.6101357,0.4068147,0.7335986,3.736495
chosenOption,0.5496153,0.8260183,0.5363675,0.5545913,0.420251,0.4108487,4.325855
chosenOption,0.5470104,0.9140044,0.5200487,0.5824083,0.400754,0.3178362,1.777317
chosenOption,0.6193691,1.012157,0.5304481,0.6101999,0.4035066,0.540534,1.392107
chosenOption,0.6162955,1.074284,0.5463692,0.5706556,0.3775977,0.5125709,2.853966
chosenOption,0.6003577,1.13928,0.5193336,0.5604311,0.378057,0.4046865,2.07647
chosenOption,0.5780954,0.8975337,0.4538936,0.5760574,0.3509831,0.612009,2.279893
chosenOption,0.5762772,0.9046036,0.4327619,0.5447072,0.357509,0.6418043,2.53596
chosenOption,0.6139529,1.046119,0.4516698,0.5079646,0.3180496,0.7459619,2.497042
chosenOption,0.6157442,1.237705,0.4743752,0.4857931,0.3012344,0.5796136,1.617158
chosenOption,0.5848449,1.210265,0.4323534,0.4453004,0.3007245,0.535581,2.009938
chosenOption,0.5822521,1.26894,0.4506557,0.4579025,0.2934865,0.440276,3.476914
chosenOption,0.6247926,1.412756,0.4251365,0.4537578,0.2757279,0.5565839,1.377399

