step,OverallGrade,edgeCrossValue,nodeOverlapValue,edgeCrossAngleValue,angularResValue,edgeLengthValue,passedTime
0,0.6108397,0.6780759,0.6243376,0.7430395,0.5167947,0.4919507,21.90441
1,0.6129037,0.6634452,0.5803695,0.7377088,0.5027516,0.5802434,3.721072
2,0.6301103,0.7458833,0.6241018,0.7672573,0.476922,0.5363873,3.708518
3,0.5390468,0.3361285,0.3968186,0.7780587,0.459094,0.7251341,5.957946
4,0.6239043,0.7458835,0.6243375,0.7430393,0.4651153,0.5411459,4.436622
5,0.6191844,0.726631,0.5803693,0.7008232,0.4498304,0.6382679,3.620428
6,0.6331226,0.726631,0.5608106,0.7288265,0.4283022,0.7210426,2.043006
7,0.6619573,0.7067268,0.6036786,0.7641813,0.4342909,0.800909,3.736495
8,0.5914139,0.7067264,0.6484769,0.6936458,0.4675711,0.4406493,4.325855
9,0.5907069,0.7582236,0.6466399,0.7325711,0.4727563,0.3433435,1.777317
10,0.6604775,0.8136916,0.68354,0.7672573,0.4504264,0.587472,1.392107
11,0.6575604,0.847595,0.7179883,0.7430394,0.4134359,0.5657434,2.853966
12,0.6452179,0.8814986,0.7251133,0.7592404,0.4046653,0.4555719,2.07647
13,0.6390371,0.6898807,0.6676317,0.7956694,0.3594091,0.6825944,2.279893
14,0.6428151,0.6898806,0.6561559,0.8049347,0.3613578,0.7017462,2.53596
15,0.6837142,0.7950678,0.6899185,0.800571,0.3321047,0.8009089,2.497042
16,0.6853743,0.9154031,0.780422,0.7801915,0.3359165,0.6149381,1.617158
17,0.6641777,0.8845941,0.7557827,0.7756127,0.323918,0.5809807,2.009938
18,0.6671423,0.9161872,0.8072494,0.7939219,0.3297482,0.4886048,3.476914
19,0.7112225,1.017114,0.8024166,0.8056201,0.317948,0.6130139,1.377399

