step,OverallGrade,edgeCrossValue,nodeOverlapValue,edgeCrossAngleValue,angularResValue,edgeLengthValue,passedTime
0,0.4932105,0.3780319,0.5527327,0.7705469,0.5361587,0.2285824,24.14616
1,0.5101764,0.3068999,0.4771304,0.69555,0.506183,0.5651185,2.243373
2,0.55879,0.383176,0.5042827,0.741145,0.4762017,0.6891447,3.109945
3,0.6352132,0.779787,0.5936226,0.7916563,0.4504893,0.5605108,5.897135
4,0.5950146,0.4498849,0.4572502,0.78008,0.5037813,0.7840766,5.293053
5,0.5602089,0.726631,0.6172472,0.6959425,0.446492,0.3147315,2.343388
6,0.5923087,0.6772798,0.7217169,0.7189153,0.4743583,0.3692732,1.317414
7,0.5341392,0.3837536,0.4390977,0.7692131,0.4827282,0.5959033,4.194356
8,0.6372808,0.7067264,0.6206687,0.671449,0.45682,0.7307401,2.180321
9,0.6553043,0.7582236,0.6080059,0.7377087,0.476291,0.6962923,2.28947
10,0.5648071,0.4180104,0.4903986,0.7242708,0.4639293,0.7274264,0.63276
11,0.5141052,0.4725398,0.6356425,0.7705469,0.428927,0.2628697,0.7561854
12,0.5408819,0.3799716,0.6446221,0.6966014,0.422634,0.5605807,3.968775
13,0.6399994,0.853001,0.7762013,0.7561162,0.3847063,0.4299723,0.6012976
14,0.5448724,0.3945858,0.6714814,0.7314315,0.3662827,0.5605806,1.559335
15,0.5408878,0.4317228,0.501826,0.8058423,0.3691451,0.5959031,1.882947
16,0.5055151,0.5103431,0.5822756,0.718533,0.3573231,0.3591008,0.7552372
17,0.5769852,0.4092002,0.4912992,0.815109,0.3060627,0.8632549,2.475935
18,0.6709026,0.7409828,0.694337,0.835453,0.3080648,0.7756754,1.255694
19,0.5560092,0.4384288,0.6134531,0.7303274,0.3196944,0.6781421,1.026672

