step,OverallGrade,edgeCrossValue,nodeOverlapValue,edgeCrossAngleValue,angularResValue,edgeLengthValue,passedTime
0,0.4588554,0.3374166,0.5034484,0.6862516,0.4857472,0.2814132,16.9613
1,0.5074461,0.3906608,0.5286207,0.777716,0.5368168,0.3034161,15.05402
2,0.5619457,0.2992133,0.5176606,0.8223885,0.5117883,0.6586779,14.54665
3,0.6134199,0.6284332,0.5518207,0.8220335,0.4900346,0.5747774,10.35631
4,0.526966,0.4905273,0.7044681,0.7643771,0.4132233,0.2622342,7.097279
5,0.5029318,0.3497248,0.4854346,0.729224,0.4697744,0.4805012,1.296039
6,0.6121316,0.6569982,0.5969036,0.8292389,0.4514761,0.5260412,16.13925
7,0.5030935,0.3345194,0.5033566,0.7510105,0.4887773,0.4378036,15.54389
8,0.5069053,0.4092636,0.4795732,0.7062555,0.4756866,0.4637476,6.151068
9,0.4304298,0.2530743,0.4219593,0.6584857,0.4276292,0.3910007,1.813983
10,0.469187,0.3193139,0.5453027,0.71346,0.4073143,0.3605441,2.751195
11,0.5856073,0.6284331,0.6207794,0.7897513,0.4249187,0.4641538,5.143572
12,0.4387395,0.2651255,0.5179391,0.6865211,0.4039151,0.3201967,12.07778
13,0.473183,0.3128138,0.6047456,0.711082,0.42086,0.3164138,13.40543
14,0.493349,0.253261,0.5691868,0.7441322,0.4615831,0.4385818,9.394096
15,0.5922457,0.5351208,0.941541,0.8155893,0.4108482,0.2581291,23.97798
16,0.5068042,0.3400151,0.6271435,0.7821903,0.4471639,0.3375081,11.74257
17,0.655451,0.7426935,0.7493798,0.8625742,0.5060627,0.4165448,17.66921
18,0.6129125,0.6311987,0.5865674,0.9350976,0.4369461,0.4747529,3.276056
19,0.5441862,0.4105465,0.6067932,0.8333991,0.4697745,0.4004176,1.366171

