step,OverallGrade,edgeCrossValue,nodeOverlapValue,edgeCrossAngleValue,angularResValue,edgeLengthValue,passedTime
0,0.5429668,0.3374166,0.4066457,0.6976149,0.5464277,0.726729,20.47975
1,0.5315383,0.2856127,0.3442679,0.7554854,0.5456207,0.7267048,12.97272
2,0.6133065,0.628433,0.5887985,0.825071,0.5341774,0.4900526,14.41175
3,0.5011843,0.3345193,0.4652083,0.7292239,0.4697744,0.5071957,4.559042
4,0.5103233,0.3345192,0.5033564,0.7885612,0.4616229,0.4635566,10.70688
5,0.617881,0.6569982,0.5758126,0.8220336,0.4900346,0.5445259,2.25244
6,0.5638064,0.5128239,0.7999508,0.7538456,0.4355884,0.3168236,6.392682
7,0.5996656,0.6799515,0.651373,0.7494959,0.4891535,0.4283541,9.623328
8,0.5705035,0.628433,0.7371814,0.7230754,0.4398472,0.3239803,15.30099
9,0.5522776,0.5998679,0.669089,0.675058,0.4498336,0.3675395,3.309153
10,0.5254972,0.4682307,0.8319483,0.6820508,0.3843428,0.2609135,3.499233
11,0.4745801,0.3345193,0.5258874,0.6944991,0.4175773,0.4004176,3.962744
12,0.5631312,0.4905273,0.9120172,0.7777516,0.3784139,0.2569456,19.65372
13,0.5640405,0.5583678,0.8916833,0.7488108,0.3947735,0.2265673,25.92933
14,0.6131475,0.6855634,0.7226161,0.7875677,0.4779482,0.3920422,8.994171
15,0.5123013,0.3649303,0.5872492,0.788561,0.4344687,0.3862972,10.93519
16,0.5953761,0.5574173,0.8959445,0.7897431,0.4355886,0.2981869,28.97034
17,0.502692,0.3133301,0.5371221,0.7894993,0.4846981,0.3888103,17.37416
18,0.551217,0.3536159,0.7475182,0.8566784,0.4398257,0.3584468,6.114584
19,0.643099,0.6554754,0.990759,0.8985732,0.4441203,0.2265671,1.820363

