edge crossing weight,node overlap weight,edge crossing angle weight,angular resolution weight,edge length weight
0.5973707,0.5973707,0.5973707,0.5689245,0.5689245
0.6670505,0.6670505,0.6670505,0.5760891,0.6064096
0.5185935,0.5421659,0.4950211,0.4243038,0.4478763
0.5675901,0.6191891,0.5417905,0.4385923,0.4643919
0.6842605,0.714011,0.6247596,0.5355083,0.5355083
0.5948299,0.6465542,0.5431056,0.4396569,0.4396569
0.4928295,0.5376322,0.4480269,0.4032242,0.3808228
0.5700076,0.6477358,0.4922793,0.4404604,0.414551
0.4898012,0.5830966,0.4198295,0.3731818,0.349858
0.5963504,0.7383384,0.5395551,0.4259645,0.3975669
0.6467849,0.7643821,0.5879863,0.470389,0.4409897
0.6254369,0.7675816,0.568579,0.4264343,0.3980053
0.6494737,0.7624256,0.5647598,0.4518079,0.4235699
0.6964112,0.7834625,0.6093599,0.4932913,0.4642742
0.6702035,0.781904,0.5864282,0.4468024,0.4188772
0.7332246,0.8212115,0.6452377,0.4985928,0.4692638
0.7634501,0.822177,0.6753597,0.5285425,0.499179
0.7349287,0.819728,0.6783957,0.4805304,0.4522639
0.8062971,0.8958856,0.7167086,0.5375315,0.4479429
0.7789291,0.8345668,0.6954725,0.5285591,0.4172835

