option,overallGrade,edgeCrossGrade,nodeOverlapGrade,edgeCrossAngleGrade,angularResolutionGrade,edgeLengthGrade,passedTime
chosenOption,0.5689245,0.5713029,0.5897452,0.7611321,0.5174672,0.4049752,16.75381
chosenOption,0.6064096,0.6489239,0.6126265,0.8109275,0.5156649,0.4439052,18.00947
chosenOption,0.4714487,0.3745704,0.5636621,0.7040201,0.4316348,0.2833561,26.89632
chosenOption,0.515991,0.4924814,0.6633331,0.7261162,0.4773958,0.2206285,8.159446
chosenOption,0.5950091,0.6860528,0.6181095,0.7543146,0.5110174,0.4055517,11.34856
chosenOption,0.5172434,0.528401,0.6836789,0.703987,0.4643487,0.2058015,4.83173
chosenOption,0.4480269,0.28661,0.4509989,0.6683875,0.491306,0.3428321,23.76031
chosenOption,0.5181887,0.5027466,0.6760218,0.7233722,0.4629825,0.2258207,21.48059
chosenOption,0.4664773,0.3806759,0.6094881,0.6805429,0.4561052,0.2055745,21.72375
chosenOption,0.5679528,0.4840403,0.8535052,0.7735559,0.4879115,0.2407509,9.636028
chosenOption,0.5879863,0.6169722,0.6454767,0.7730224,0.5037195,0.4007409,10.92671
chosenOption,0.5685791,0.5044302,0.8720012,0.7654841,0.4695489,0.2314309,16.30476
chosenOption,0.5647599,0.5903835,0.6544911,0.721874,0.490697,0.3663538,21.92755
chosenOption,0.5803428,0.6186233,0.6796595,0.7495232,0.490342,0.3635657,13.75309
chosenOption,0.558503,0.5926424,0.851436,0.7175451,0.4338955,0.1969959,12.91582
chosenOption,0.5865799,0.7087527,0.6420264,0.7430121,0.4650181,0.3740897,10.30831
chosenOption,0.5872695,0.7407482,0.6179061,0.7426401,0.4487621,0.3862908,32.03046
chosenOption,0.5653298,0.6027345,0.8435336,0.7295107,0.4194734,0.231397,26.51296
chosenOption,0.5972573,0.7709923,0.876505,0.6833687,0.4168089,0.2386116,8.722641
chosenOption,0.5563781,0.8046281,0.6625407,0.6695294,0.4125088,0.2326836,5.352378

