option,overallGrade,edgeCrossGrade,nodeOverlapGrade,edgeCrossAngleGrade,angularResolutionGrade,edgeLengthGrade,passedTime
alt2,0.5429668,0.3374166,0.4066457,0.6976149,0.5464277,0.726729,20.47975
alt2,0.5129421,0.2855597,0.3344392,0.719766,0.5347041,0.6902414,12.97272
alt2,0.5828062,0.6342106,0.5584272,0.7444605,0.5318392,0.4450937,14.41175
alt2,0.4850741,0.3358519,0.4407266,0.6999216,0.4922393,0.4566313,4.559042
alt2,0.4992269,0.3375211,0.4776517,0.7558389,0.5106243,0.4144982,10.70688
alt2,0.5925722,0.6769544,0.5388157,0.7649562,0.4994353,0.4826992,2.25244
alt2,0.5456812,0.5302774,0.7522872,0.6989844,0.467499,0.2793581,6.392682
alt2,0.5949787,0.6968891,0.6250706,0.744754,0.5176085,0.3905717,9.623328
alt2,0.5790074,0.6445483,0.7139613,0.7548004,0.4858896,0.2958376,15.30099
alt2,0.5846834,0.6201223,0.6793116,0.7469785,0.5342095,0.3427954,3.309153
alt2,0.554463,0.4815815,0.8608624,0.7088999,0.4740914,0.2468802,3.499233
alt2,0.4778359,0.3440005,0.524512,0.6844246,0.4772394,0.3590026,3.962744
alt2,0.5743619,0.4993519,0.9259319,0.7612273,0.4527553,0.232543,19.65372
alt2,0.5606166,0.5697061,0.874919,0.7242675,0.4397421,0.1944485,25.92933
alt2,0.5842131,0.6973271,0.6807274,0.721834,0.4973537,0.3238232,8.994171
alt2,0.4867117,0.377274,0.5612383,0.7127571,0.463825,0.3184639,10.93519
alt2,0.5494077,0.5781956,0.8280978,0.6751203,0.4329701,0.2326549,28.97034
alt2,0.4369717,0.3257724,0.4790469,0.6439388,0.4477416,0.288359,17.37416
alt2,0.4789975,0.3670895,0.6841184,0.6642165,0.4131577,0.2664052,6.114584
alt2,0.5617338,0.6838351,0.9164217,0.6642537,0.377206,0.1669528,1.820363

